id,drug_name,reaction_term,case_count,drug_total,reaction_total,grand_total,prr,ror,prr_chi_square,signal_status,confidence,first_detected_date,last_updated,serious_ratio,death_ratio,countries_count,source_proxy_count,passes_robust_filter,artifact_reason,robust_signal_score
1687,IRESSA,NON-SMALL CELL LUNG CANCER RECURRENT,9,9,9,20864371,972.8213,974.7741,6443.7356,STRONG_SIGNAL,MEDIUM,2026-06-29,2026-06-29T23:27:37.130252+00:00,1.0,0.0,5,5,True,passes_robust_filter,390.8262091654825
1688,NATALIZUMAB,PROGRESSIVE MULTIFOCAL LEUKOENCEPHALOPATHY,12,12,12,20864371,234.5981,242.1134,2551.8093,STRONG_SIGNAL,HIGH,2026-06-29,2026-06-29T23:27:37.130252+00:00,1.0,0.4166666666666667,5,5,True,passes_robust_filter,390.72332775909643
1689,BLINATUMOMAB,MINIMAL RESIDUAL DISEASE,7,7,7,20864371,839.7605,845.0262,4837.1098,STRONG_SIGNAL,MEDIUM,2026-06-29,2026-06-29T23:27:37.130252+00:00,1.0,0.2857142857142857,4,4,True,passes_robust_filter,390.64625442498374
1690,ASP2215,FEBRILE NEUTROPENIA,49,49,49,20864371,47.7958,51.03,2197.6344,STRONG_SIGNAL,HIGH,2026-06-29,2026-06-29T23:27:37.130252+00:00,1.0,0.30612244897959184,11,11,True,passes_robust_filter,390.1297694285944
1691,LANTUS,BLOOD GLUCOSE INCREASED,2282,2282,2282,20864371,24.3252,25.7915,48940.6921,STRONG_SIGNAL,HIGH,2026-06-29,2026-06-29T23:27:37.130252+00:00,0.31814198071866784,0.003067484662576687,35,35,True,passes_robust_filter,389.97592060339497
1692,ISENTRESS,FOETAL EXPOSURE DURING PREGNANCY,196,196,196,20864371,35.0484,36.7913,6414.7226,STRONG_SIGNAL,HIGH,2026-06-29,2026-06-29T23:27:37.130252+00:00,0.8571428571428571,0.07142857142857142,16,16,True,passes_robust_filter,389.7933349090106
1693,IMATINIB,CHRONIC MYELOID LEUKAEMIA TRANSFORMATION,12,12,12,20864371,221.595,221.8555,2183.1147,STRONG_SIGNAL,HIGH,2026-06-29,2026-06-29T23:27:37.130252+00:00,1.0,0.25,7,7,True,passes_robust_filter,389.67968025434317
1694,THALOMID,PLASMA CELL MYELOMA,182,182,182,20864371,102.7454,110.9246,18031.9656,STRONG_SIGNAL,HIGH,2026-06-29,2026-06-29T23:27:37.130252+00:00,0.967032967032967,0.24725274725274726,3,3,True,passes_robust_filter,389.3124958431031
1695,VELETRI,PULMONARY ARTERIAL HYPERTENSION,151,151,151,20864371,31.6455,31.9681,4356.3015,STRONG_SIGNAL,HIGH,2026-06-29,2026-06-29T23:27:37.130252+00:00,0.9933774834437086,0.4503311258278146,8,8,True,passes_robust_filter,389.24536577926204
1696,NIVOLUMAB,MYOCARDITIS,106,106,106,20864371,22.5829,22.6658,2102.1453,STRONG_SIGNAL,HIGH,2026-06-29,2026-06-29T23:27:37.130252+00:00,1.0,0.36792452830188677,20,20,True,passes_robust_filter,389.21602295242633
1697,REPAGLINIDE,HYPOGLYCAEMIA,128,128,128,20864371,50.2514,52.5522,6092.9549,STRONG_SIGNAL,HIGH,2026-06-29,2026-06-29T23:27:37.130252+00:00,0.9921875,0.0,12,12,True,passes_robust_filter,389.1529363935804
1698,KYMRIAH,DIFFUSE LARGE B-CELL LYMPHOMA RECURRENT,28,28,28,20864371,158.5412,160.0179,4132.74,STRONG_SIGNAL,HIGH,2026-06-29,2026-06-29T23:27:37.130252+00:00,1.0,0.39285714285714285,4,4,True,passes_robust_filter,389.12617871244856
1699,BASILIXIMAB,IMMUNOSUPPRESSANT DRUG LEVEL INCREASED,20,20,20,20864371,83.6872,84.1479,1530.2712,STRONG_SIGNAL,HIGH,2026-06-29,2026-06-29T23:27:37.130252+00:00,1.0,0.35,10,10,True,passes_robust_filter,388.87225662676053
1700,PREGNYL,OVARIAN HYPERSTIMULATION SYNDROME,13,13,13,20864371,370.8038,378.1434,4380.0349,STRONG_SIGNAL,HIGH,2026-06-29,2026-06-29T23:27:37.130252+00:00,1.0,0.07692307692307693,6,6,True,passes_robust_filter,388.7067366276088
1701,VYMADA,DEATH,461,461,461,20864371,13.6287,16.0935,5437.3813,STRONG_SIGNAL,HIGH,2026-06-29,2026-06-29T23:27:37.130252+00:00,1.0,1.0,7,7,True,passes_robust_filter,388.6859087581973
1702,DASATINIB,CHYLOTHORAX,17,17,17,20864371,354.8291,356.3037,5281.5568,STRONG_SIGNAL,HIGH,2026-06-29,2026-06-29T23:27:37.130252+00:00,1.0,0.0,6,6,True,passes_robust_filter,388.4602826728509
1703,BUSULFEX,VENOOCCLUSIVE LIVER DISEASE,13,13,13,20864371,229.0509,235.0402,2713.2423,STRONG_SIGNAL,HIGH,2026-06-29,2026-06-29T23:27:37.130252+00:00,1.0,0.5384615384615384,4,4,True,passes_robust_filter,388.34146054502384
1704,MEROPENEM,PATHOGEN RESISTANCE,61,61,61,20864371,24.8287,24.9801,1356.0249,STRONG_SIGNAL,HIGH,2026-06-29,2026-06-29T23:27:37.130252+00:00,1.0,0.5081967213114754,18,18,True,passes_robust_filter,388.22451487535403
1705,FASLODEX,MALIGNANT NEOPLASM PROGRESSION,352,352,352,20864371,15.6023,16.0369,4761.5671,STRONG_SIGNAL,HIGH,2026-06-29,2026-06-29T23:27:37.130252+00:00,0.9971590909090909,0.11931818181818182,40,40,True,passes_robust_filter,388.014147180633
1706,MESALAZINE UNK,COLITIS ULCERATIVE,34,34,34,20864371,78.1108,80.7861,2503.2418,STRONG_SIGNAL,HIGH,2026-06-29,2026-06-29T23:27:37.130252+00:00,1.0,0.0,16,16,True,passes_robust_filter,387.8065434819689
1707,CUROSURF,PULMONARY HAEMORRHAGE,13,13,13,20864371,300.5276,311.7491,3569.0745,STRONG_SIGNAL,HIGH,2026-06-29,2026-06-29T23:27:37.130252+00:00,1.0,0.6153846153846154,3,3,True,passes_robust_filter,387.68598087599224
1708,KYLEENA,EMBEDDED DEVICE,78,78,78,20864371,116.6863,118.2214,8547.0959,STRONG_SIGNAL,HIGH,2026-06-29,2026-06-29T23:27:37.130252+00:00,1.0,0.0,6,6,True,passes_robust_filter,387.64552838336664
1709,CARBIDOPA/LEVODOPA,PARKINSON^S DISEASE,86,86,86,20864371,45.6712,46.4153,3672.1982,STRONG_SIGNAL,HIGH,2026-06-29,2026-06-29T23:27:37.130252+00:00,0.8372093023255814,0.4883720930232558,7,7,True,passes_robust_filter,387.5491295405928
1710,EXTAVIA,MULTIPLE SCLEROSIS RELAPSE,111,111,111,20864371,145.1051,165.718,15658.7155,STRONG_SIGNAL,HIGH,2026-06-29,2026-06-29T23:27:37.130252+00:00,1.0,0.0,4,4,True,passes_robust_filter,387.3208347848956
1711,CINACALCET HCL,HYPERCALCAEMIA,15,15,15,20864371,93.7036,95.7044,1280.7752,STRONG_SIGNAL,HIGH,2026-06-29,2026-06-29T23:27:37.130252+00:00,1.0,0.4,10,10,True,passes_robust_filter,387.2850074374447
1712,OZURDEX,HYPOTONY OF EYE,8,8,8,20864371,1106.245,1114.0353,7319.6714,STRONG_SIGNAL,MEDIUM,2026-06-29,2026-06-29T23:27:37.130252+00:00,1.0,0.0,5,5,True,passes_robust_filter,387.26525905620304
1713,LIDOCAINE HCL,LOCAL ANAESTHETIC SYSTEMIC TOXICITY,8,8,8,20864371,832.5843,837.1223,5514.7085,STRONG_SIGNAL,MEDIUM,2026-06-29,2026-06-29T23:27:37.130252+00:00,1.0,0.0,6,6,True,passes_robust_filter,387.1302805785064
1714,LORLATINIB,HYPERTRIGLYCERIDAEMIA,20,20,20,20864371,203.7942,208.0681,3800.1494,STRONG_SIGNAL,HIGH,2026-06-29,2026-06-29T23:27:37.130252+00:00,0.95,0.1,7,7,True,passes_robust_filter,387.0233963422899
1715,CLOZARIL,REFUSAL OF EXAMINATION,20,20,20,20864371,870.3508,871.2956,9330.5271,STRONG_SIGNAL,HIGH,2026-06-29,2026-06-29T23:27:37.130252+00:00,1.0,0.0,3,3,True,passes_robust_filter,386.9521028388683
1716,LUCENTIS,RETINAL VEIN OCCLUSION,41,41,41,20864371,172.242,173.1977,6418.536,STRONG_SIGNAL,HIGH,2026-06-29,2026-06-29T23:27:37.130252+00:00,1.0,0.0,6,6,True,passes_robust_filter,386.9206968528756
1717,EPIPEN JR,DEVICE FAILURE,17,17,17,20864371,288.84,300.4907,4565.7414,STRONG_SIGNAL,HIGH,2026-06-29,2026-06-29T23:27:37.130252+00:00,0.8823529411764706,0.0,8,8,True,passes_robust_filter,386.9020893551022
1718,VYMADA,PRODUCT PRESCRIBING ERROR,80,80,80,20864371,55.0762,56.6534,4164.7728,STRONG_SIGNAL,HIGH,2026-06-29,2026-06-29T23:27:37.130252+00:00,1.0,0.675,4,4,True,passes_robust_filter,386.81727124230224
1719,ABILIFY MAINTENA,SCHIZOPHRENIA,79,79,79,20864371,64.4647,65.3219,4786.0005,STRONG_SIGNAL,HIGH,2026-06-29,2026-06-29T23:27:37.130252+00:00,0.9113924050632911,0.02531645569620253,12,12,True,passes_robust_filter,386.7888543981942
1720,RANIBIZUMAB,VITREOUS HAEMORRHAGE,14,14,14,20864371,347.2203,352.1765,4420.2983,STRONG_SIGNAL,HIGH,2026-06-29,2026-06-29T23:27:37.130252+00:00,1.0,0.0,7,7,True,passes_robust_filter,386.7349677416818
1721,BETAMETHASONE,NEONATAL RESPIRATORY DISTRESS SYNDROME,27,27,27,20864371,123.551,124.1564,3061.2042,STRONG_SIGNAL,HIGH,2026-06-29,2026-06-29T23:27:37.130252+00:00,1.0,0.037037037037037035,10,10,True,passes_robust_filter,386.1586348005203
1722,LIPIODOL,POST EMBOLISATION SYNDROME,6,6,6,20864371,4687.6224,4739.7926,21045.3939,STRONG_SIGNAL,MEDIUM,2026-06-29,2026-06-29T23:27:37.130252+00:00,1.0,0.0,3,3,True,passes_robust_filter,385.9999473904284
1723,MEKINIST,METASTASES TO CENTRAL NERVOUS SYSTEM,69,69,69,20864371,31.4037,31.6009,1969.4068,STRONG_SIGNAL,HIGH,2026-06-29,2026-06-29T23:27:37.130252+00:00,1.0,0.42028985507246375,13,13,True,passes_robust_filter,385.9891282223561
1724,ALPROLIX,HAEMORRHAGE,98,98,98,20864371,109.5945,127.2727,10411.9546,STRONG_SIGNAL,HIGH,2026-06-29,2026-06-29T23:27:37.130252+00:00,0.47959183673469385,0.0,11,11,True,passes_robust_filter,385.92486126191756
1725,DIANEAL PD 2 WITH DEXTROSE,CARDIO-RESPIRATORY ARREST,21,21,21,20864371,110.3353,117.79,2164.699,STRONG_SIGNAL,HIGH,2026-06-29,2026-06-29T23:27:37.130252+00:00,1.0,1.0,3,3,True,passes_robust_filter,385.89021944210566
1726,REMICADE,COLECTOMY,144,144,144,20864371,46.4598,46.5687,5605.7478,STRONG_SIGNAL,HIGH,2026-06-29,2026-06-29T23:27:37.130252+00:00,1.0,0.013888888888888888,12,12,True,passes_robust_filter,385.8776736481587
1727,GILOTRIF,DERMATITIS ACNEIFORM,30,30,30,20864371,66.6091,67.0245,1845.7274,STRONG_SIGNAL,HIGH,2026-06-29,2026-06-29T23:27:37.130252+00:00,0.9333333333333333,0.2,14,14,True,passes_robust_filter,385.8326981247371
1728,RIVAROXABAN,DIVERTICULUM INTESTINAL HAEMORRHAGIC,208,208,208,20864371,56.5804,56.7311,9345.6866,STRONG_SIGNAL,HIGH,2026-06-29,2026-06-29T23:27:37.130252+00:00,1.0,0.22596153846153846,5,5,True,passes_robust_filter,385.8245351054031
1729,CISPLATIN,FEBRILE NEUTROPENIA,414,414,414,20864371,14.3393,14.6,5055.8207,STRONG_SIGNAL,HIGH,2026-06-29,2026-06-29T23:27:37.130252+00:00,0.9903381642512077,0.1859903381642512,36,36,True,passes_robust_filter,385.72704594075987
1730,NEXPLANON,INCORRECT PRODUCT ADMINISTRATION DURATION,1565,1565,1565,20864371,131.0516,137.1982,165765.4382,STRONG_SIGNAL,HIGH,2026-06-29,2026-06-29T23:27:37.130252+00:00,0.1194888178913738,0.0,6,6,True,passes_robust_filter,385.68794055575455
1731,INFLIXIMAB RECOMBINANT,TUBERCULOSIS,50,50,50,20864371,49.6943,50.0835,2303.0392,STRONG_SIGNAL,HIGH,2026-06-29,2026-06-29T23:27:37.130252+00:00,1.0,0.06,19,19,True,passes_robust_filter,385.6005809848312
1732,TISAGENLECLEUCEL,DIFFUSE LARGE B-CELL LYMPHOMA,9,9,9,20864371,142.2693,144.864,1121.4935,STRONG_SIGNAL,MEDIUM,2026-06-29,2026-06-29T23:27:37.130252+00:00,1.0,0.8888888888888888,5,5,True,passes_robust_filter,385.5579205723128
1733,ZYKADIA,MALIGNANT NEOPLASM PROGRESSION,75,75,75,20864371,29.2108,30.8358,2015.1475,STRONG_SIGNAL,HIGH,2026-06-29,2026-06-29T23:27:37.130252+00:00,0.9866666666666667,0.4,14,14,True,passes_robust_filter,385.45928541472216
1734,BUSULFAN,CYTOMEGALOVIRUS INFECTION REACTIVATION,23,23,23,20864371,102.3773,102.8859,2159.88,STRONG_SIGNAL,HIGH,2026-06-29,2026-06-29T23:27:37.130252+00:00,1.0,0.17391304347826086,10,10,True,passes_robust_filter,385.34552674416756
1735,LYNPARZA,MYELODYSPLASTIC SYNDROME,66,66,66,20864371,42.3115,42.6932,2583.7454,STRONG_SIGNAL,HIGH,2026-06-29,2026-06-29T23:27:37.130252+00:00,0.9848484848484849,0.12121212121212122,17,17,True,passes_robust_filter,385.2916213985824
1736,IFOSFAMIDE,MYELODYSPLASTIC SYNDROME,44,44,44,20864371,34.6534,34.9089,1391.3638,STRONG_SIGNAL,HIGH,2026-06-29,2026-06-29T23:27:37.130252+00:00,1.0,0.5909090909090909,11,11,True,passes_robust_filter,385.18377677382904
1737,TAFINLAR,MALIGNANT MELANOMA,74,74,74,20864371,25.9941,26.1831,1732.7135,STRONG_SIGNAL,HIGH,2026-06-29,2026-06-29T23:27:37.130252+00:00,0.972972972972973,0.40540540540540543,18,18,True,passes_robust_filter,385.1780210987913
1738,IMPLANON,DEVICE DISLOCATION,75,75,75,20864371,47.7905,48.9407,3366.8209,STRONG_SIGNAL,HIGH,2026-06-29,2026-06-29T23:27:37.130252+00:00,0.96,0.013333333333333334,18,18,True,passes_robust_filter,385.15277042378864
1739,TAMOXIFEN,METASTASES TO LIVER,101,101,101,20864371,35.0702,35.4853,3264.0704,STRONG_SIGNAL,HIGH,2026-06-29,2026-06-29T23:27:37.130252+00:00,1.0,0.0297029702970297,22,22,True,passes_robust_filter,385.1522040305807
1740,TIGECYCLINE,KLEBSIELLA INFECTION,15,15,15,20864371,92.2585,93.1859,1256.1695,STRONG_SIGNAL,HIGH,2026-06-29,2026-06-29T23:27:37.130252+00:00,1.0,0.5333333333333333,8,8,True,passes_robust_filter,385.1229752336457
1741,TECFIDERA,FLUSHING,2499,2499,2499,20864371,36.6574,38.107,77955.4481,STRONG_SIGNAL,HIGH,2026-06-29,2026-06-29T23:27:37.130252+00:00,0.1484593837535014,0.00040016006402561027,24,24,True,passes_robust_filter,385.0460109372007
1742,HERCEPTIN,BREAST CANCER RECURRENT,41,41,41,20864371,71.4297,71.6514,2658.2974,STRONG_SIGNAL,HIGH,2026-06-29,2026-06-29T23:27:37.130252+00:00,0.975609756097561,0.024390243902439025,15,15,True,passes_robust_filter,385.04259394855984
1743,MOXIFLOXACIN,IRIS TRANSILLUMINATION DEFECT,14,14,14,20864371,767.9424,769.5553,8003.9081,STRONG_SIGNAL,HIGH,2026-06-29,2026-06-29T23:27:37.130252+00:00,1.0,0.0,4,4,True,passes_robust_filter,385.02588524340325
1744,VANCOMYCIN,NEPHROPATHY TOXIC,116,116,116,20864371,35.1259,35.3459,3699.6666,STRONG_SIGNAL,HIGH,2026-06-29,2026-06-29T23:27:37.130252+00:00,0.9741379310344828,0.04310344827586207,20,20,True,passes_robust_filter,385.00289559664384
1745,ATORVASTATIN/ATORVASTATIN CALCIUM,IMMUNE-MEDIATED NECROTISING MYOPATHY,10,10,10,20864371,496.8864,499.6536,4281.6683,STRONG_SIGNAL,HIGH,2026-06-29,2026-06-29T23:27:37.130252+00:00,1.0,0.0,7,7,True,passes_robust_filter,384.9723711514228
1746,RIFAMPICIN,PARADOXICAL DRUG REACTION,27,27,27,20864371,89.9544,90.5118,2245.1109,STRONG_SIGNAL,HIGH,2026-06-29,2026-06-29T23:27:37.130252+00:00,1.0,0.07407407407407407,13,13,True,passes_robust_filter,384.8173760767426
1747,PYRAZINAMIDE,DISSEMINATED TUBERCULOSIS,13,13,13,20864371,178.4047,179.3533,2076.0148,STRONG_SIGNAL,HIGH,2026-06-29,2026-06-29T23:27:37.130252+00:00,1.0,0.23076923076923078,8,8,True,passes_robust_filter,384.8098237082348
1748,ARIPIPRAZOLE,GAMBLING DISORDER,165,165,165,20864371,72.2154,72.8694,10837.5042,STRONG_SIGNAL,HIGH,2026-06-29,2026-06-29T23:27:37.130252+00:00,0.8545454545454545,0.0,8,8,True,passes_robust_filter,384.7726825465154
1749,IMATINIB,CYTOGENETIC ABNORMALITY,17,17,17,20864371,151.5036,151.7555,2228.6294,STRONG_SIGNAL,HIGH,2026-06-29,2026-06-29T23:27:37.130252+00:00,1.0,0.35294117647058826,6,6,True,passes_robust_filter,384.7496560361868
1750,SOLIRIS,MENINGOCOCCAL SEPSIS,10,10,10,20864371,350.1439,350.2495,2018.9282,STRONG_SIGNAL,HIGH,2026-06-29,2026-06-29T23:27:37.130252+00:00,1.0,0.2,6,6,True,passes_robust_filter,384.7326298935173
1751,DABIGATRAN,AORTIC DISSECTION,37,37,37,20864371,36.7272,36.7842,1201.335,STRONG_SIGNAL,HIGH,2026-06-29,2026-06-29T23:27:37.130252+00:00,1.0,0.2972972972972973,21,21,True,passes_robust_filter,384.65627412384714
1752,REVATIO,PULMONARY ARTERIAL HYPERTENSION,108,108,108,20864371,27.4626,27.7056,2686.4016,STRONG_SIGNAL,HIGH,2026-06-29,2026-06-29T23:27:37.130252+00:00,0.9907407407407407,0.4722222222222222,11,11,True,passes_robust_filter,384.652531173872
1753,ARANESP,PERITONEAL DIALYSIS,22,22,22,20864371,367.2744,368.1862,6638.1625,STRONG_SIGNAL,HIGH,2026-06-29,2026-06-29T23:27:37.130252+00:00,1.0,0.09090909090909091,4,4,True,passes_robust_filter,384.57694246033896
1754,IBANDRONIC ACID,OSTEONECROSIS OF JAW,43,43,43,20864371,89.3654,92.6325,3651.9482,STRONG_SIGNAL,HIGH,2026-06-29,2026-06-29T23:27:37.130252+00:00,1.0,0.0,11,11,True,passes_robust_filter,384.49818389538564
1755,INLYTA,DEATH,555,555,555,20864371,7.3948,8.0164,3093.1207,STRONG_SIGNAL,HIGH,2026-06-29,2026-06-29T23:27:37.130252+00:00,0.9963963963963964,0.9963963963963964,25,25,True,passes_robust_filter,384.3661405933763
1756,FOSAMAX,FEMUR FRACTURE,258,258,258,20864371,64.8547,66.3914,15629.0716,STRONG_SIGNAL,HIGH,2026-06-29,2026-06-29T23:27:37.130252+00:00,1.0,0.007751937984496124,6,6,True,passes_robust_filter,384.25414868480067
1757,BCG VACCINE,DISSEMINATED BACILLUS CALMETTE-GUERIN INFECTION,6,6,6,20864371,4516.069,4731.0723,22125.5665,STRONG_SIGNAL,MEDIUM,2026-06-29,2026-06-29T23:27:37.130252+00:00,1.0,0.0,3,3,True,passes_robust_filter,384.21417535207416
1758,RIBOCICLIB,METASTASES TO LIVER,38,38,38,20864371,71.2355,73.0113,2549.1904,STRONG_SIGNAL,HIGH,2026-06-29,2026-06-29T23:27:37.130252+00:00,1.0,0.02631578947368421,15,15,True,passes_robust_filter,384.0882572307764
1759,REMODULIN,PULMONARY ARTERIAL HYPERTENSION,140,140,140,20864371,32.7458,33.0923,4193.0395,STRONG_SIGNAL,HIGH,2026-06-29,2026-06-29T23:27:37.130252+00:00,0.9571428571428572,0.37857142857142856,9,9,True,passes_robust_filter,384.08698111156343
1760,DAUNORUBICIN,BRONCHOPULMONARY ASPERGILLOSIS,29,29,29,20864371,46.3164,46.6388,1229.8559,STRONG_SIGNAL,HIGH,2026-06-29,2026-06-29T23:27:37.130252+00:00,1.0,0.7241379310344828,8,8,True,passes_robust_filter,384.00715951308877
1761,VIMIZIM,KNEE DEFORMITY,16,16,16,20864371,279.6466,281.4738,4035.3432,STRONG_SIGNAL,HIGH,2026-06-29,2026-06-29T23:27:37.130252+00:00,0.9375,0.0,8,8,True,passes_robust_filter,383.7125631481405
1762,ATORVASTATIN,NECROTISING MYOSITIS,78,78,78,20864371,58.3716,58.4089,3245.1176,STRONG_SIGNAL,HIGH,2026-06-29,2026-06-29T23:27:37.130252+00:00,1.0,0.02564102564102564,12,12,True,passes_robust_filter,383.4686392945436
1763,VINCRISTINE SULFATE,FEBRILE NEUTROPENIA,235,235,235,20864371,20.7675,21.3351,4371.241,STRONG_SIGNAL,HIGH,2026-06-29,2026-06-29T23:27:37.130252+00:00,0.9957446808510638,0.1276595744680851,25,25,True,passes_robust_filter,383.42681341793406
1764,STAVUDINE,VIROLOGIC FAILURE,27,27,27,20864371,131.5764,134.4196,3343.2371,STRONG_SIGNAL,HIGH,2026-06-29,2026-06-29T23:27:37.130252+00:00,1.0,0.0,10,10,True,passes_robust_filter,383.34194444420905
1765,HIZENTRA,CHRONIC INFLAMMATORY DEMYELINATING POLYRADICULONEUROPATHY,28,28,28,20864371,143.0932,143.4471,3536.4488,STRONG_SIGNAL,HIGH,2026-06-29,2026-06-29T23:27:37.130252+00:00,1.0,0.0,9,9,True,passes_robust_filter,383.2961520532988
1766,ADVATE,ANTI FACTOR VIII ANTIBODY TEST,5,5,5,20864371,6511.476,6531.8594,17574.6983,STRONG_SIGNAL,MEDIUM,2026-06-29,2026-06-29T23:27:37.130252+00:00,1.0,0.0,3,3,True,passes_robust_filter,383.2256960453776
1767,BSS PLUS,CORNEAL OEDEMA,10,10,10,20864371,2305.9521,2523.4005,20529.7951,STRONG_SIGNAL,HIGH,2026-06-29,2026-06-29T23:27:37.130252+00:00,0.9,0.0,3,3,True,passes_robust_filter,383.13956994693035
1768,OXALIPLATIN,SKIN TOXICITY,100,100,100,20864371,43.3168,43.4638,3860.2267,STRONG_SIGNAL,HIGH,2026-06-29,2026-06-29T23:27:37.130252+00:00,0.98,0.05,15,15,True,passes_robust_filter,382.9146004571463
1769,CYCLOPHOSPHAMIDE,DIFFUSE LARGE B-CELL LYMPHOMA,76,76,76,20864371,23.7963,23.8636,1590.2922,STRONG_SIGNAL,HIGH,2026-06-29,2026-06-29T23:27:37.130252+00:00,1.0,0.3815789473684211,21,21,True,passes_robust_filter,382.77667203340013
1770,YERVOY,INTENTIONAL PRODUCT USE ISSUE,201,201,201,20864371,17.1615,17.6374,3030.6147,STRONG_SIGNAL,HIGH,2026-06-29,2026-06-29T23:27:37.130252+00:00,0.8855721393034826,0.527363184079602,17,17,True,passes_robust_filter,382.59813819611423
1771,OLAPARIB,ACUTE MYELOID LEUKAEMIA,26,26,26,20864371,65.5362,66.7304,1581.7585,STRONG_SIGNAL,HIGH,2026-06-29,2026-06-29T23:27:37.130252+00:00,1.0,0.5769230769230769,7,7,True,passes_robust_filter,382.4915209896554
1772,SYNAGIS,RHINOVIRUS INFECTION,56,56,56,20864371,121.3055,122.5032,6352.4506,STRONG_SIGNAL,HIGH,2026-06-29,2026-06-29T23:27:37.130252+00:00,0.9285714285714286,0.017857142857142856,7,7,True,passes_robust_filter,382.2980818291158
1773,BUPROPION,TOXICITY TO VARIOUS AGENTS,603,603,603,20864371,10.7252,11.1394,5288.0835,STRONG_SIGNAL,HIGH,2026-06-29,2026-06-29T23:27:37.130252+00:00,0.9950248756218906,0.8424543946932007,13,13,True,passes_robust_filter,382.1883879177958
1774,NOVORAPID,HYPERGLYCAEMIA,155,155,155,20864371,25.0523,25.4328,3515.4727,STRONG_SIGNAL,HIGH,2026-06-29,2026-06-29T23:27:37.130252+00:00,0.9935483870967742,0.025806451612903226,31,31,True,passes_robust_filter,382.1138341289302
1775,REVOLADE,IMMUNE THROMBOCYTOPENIA,19,19,19,20864371,87.2367,87.5752,1504.112,STRONG_SIGNAL,HIGH,2026-06-29,2026-06-29T23:27:37.130252+00:00,1.0,0.5263157894736842,7,7,True,passes_robust_filter,381.9931791939888
1776,EMTRICITABINE,BLOOD HIV RNA INCREASED,24,24,24,20864371,178.7782,180.5119,3982.2934,STRONG_SIGNAL,HIGH,2026-06-29,2026-06-29T23:27:37.130252+00:00,1.0,0.0,8,8,True,passes_robust_filter,381.974110220522
1777,VYMADA,WRONG TECHNIQUE IN PRODUCT USAGE PROCESS,206,206,206,20864371,25.0121,26.9022,4722.6214,STRONG_SIGNAL,HIGH,2026-06-29,2026-06-29T23:27:37.130252+00:00,0.9951456310679612,0.6990291262135923,6,6,True,passes_robust_filter,381.929112806859
1778,GRANULOCYTE COLONY STIMULATING FACTOR,ACUTE MYELOID LEUKAEMIA RECURRENT,9,9,9,20864371,183.8181,185.013,1441.1416,STRONG_SIGNAL,MEDIUM,2026-06-29,2026-06-29T23:27:37.130252+00:00,1.0,0.8888888888888888,4,4,True,passes_robust_filter,381.8552310940918
1779,ZEMPLAR,RENAL TRANSPLANT,30,30,30,20864371,353.2173,358.029,9817.6837,STRONG_SIGNAL,HIGH,2026-06-29,2026-06-29T23:27:37.130252+00:00,1.0,0.0,4,4,True,passes_robust_filter,381.7358870626388
1780,HUMAN IMMUNOGLOBULIN INN,COOMBS DIRECT TEST POSITIVE,7,7,7,20864371,3388.2576,3441.9019,19048.6274,STRONG_SIGNAL,MEDIUM,2026-06-29,2026-06-29T23:27:37.130252+00:00,1.0,0.0,3,3,True,passes_robust_filter,381.6602448477322
1781,TENOFOVIR DISOPROXIL FUMARATE,CHRONIC HEPATITIS B,21,21,21,20864371,787.781,791.0632,13203.3067,STRONG_SIGNAL,HIGH,2026-06-29,2026-06-29T23:27:37.130252+00:00,1.0,0.0,3,3,True,passes_robust_filter,381.5715621391874
1782,CIMZIA,MATERNAL EXPOSURE BEFORE PREGNANCY,123,123,123,20864371,50.7844,50.958,5480.5224,STRONG_SIGNAL,HIGH,2026-06-29,2026-06-29T23:27:37.130252+00:00,0.6260162601626016,0.008130081300813009,21,21,True,passes_robust_filter,381.5448057414414
1783,PIRFENIDONE,IDIOPATHIC PULMONARY FIBROSIS,10,10,10,20864371,154.0227,156.0603,1363.5718,STRONG_SIGNAL,HIGH,2026-06-29,2026-06-29T23:27:37.130252+00:00,1.0,0.5,7,7,True,passes_robust_filter,381.50262398203495
1784,SPIRIVA,CHRONIC OBSTRUCTIVE PULMONARY DISEASE,522,522,522,20864371,17.1398,17.3864,7704.5047,STRONG_SIGNAL,HIGH,2026-06-29,2026-06-29T23:27:37.130252+00:00,0.8275862068965517,0.11877394636015326,32,32,True,passes_robust_filter,381.3959213552951
1785,HEMOFIL M,HAEMARTHROSIS,10,10,10,20864371,1764.0511,2139.1683,15826.8771,STRONG_SIGNAL,HIGH,2026-06-29,2026-06-29T23:27:37.130252+00:00,1.0,0.0,3,3,True,passes_robust_filter,381.15314919479846
1786,DOLUTEGRAVIR,STILLBIRTH,36,36,36,20864371,115.7306,116.6552,3883.912,STRONG_SIGNAL,HIGH,2026-06-29,2026-06-29T23:27:37.130252+00:00,1.0,0.19444444444444445,6,6,True,passes_robust_filter,380.9303324982249
1787,LAPATINIB,METASTASES TO CENTRAL NERVOUS SYSTEM,22,22,22,20864371,121.2593,124.361,2492.8453,STRONG_SIGNAL,HIGH,2026-06-29,2026-06-29T23:27:37.130252+00:00,1.0,0.09090909090909091,10,10,True,passes_robust_filter,380.89596103109295
