id,drug_name,reaction_term,case_count,drug_total,reaction_total,grand_total,prr,ror,prr_chi_square,signal_status,confidence,first_detected_date,last_updated,serious_ratio,death_ratio,countries_count,source_proxy_count,passes_robust_filter,artifact_reason,robust_signal_score
240,AMIODARONE HCL,PULMONARY TOXICITY,85,85,85,20864371,199.3329,203.5088,15949.4957,STRONG_SIGNAL,HIGH,2026-06-29,2026-06-29T23:27:37.130252+00:00,1.0,0.2823529411764706,14,14,True,passes_robust_filter,872.3969382016652
241,EYLEA,BLINDNESS TRANSIENT,256,256,256,20864371,188.9325,191.9978,41651.9726,STRONG_SIGNAL,HIGH,2026-06-29,2026-06-29T23:27:37.130252+00:00,1.0,0.00390625,16,16,True,passes_robust_filter,871.5927733839853
242,DUODOPA,FREEZING PHENOMENON,246,246,246,20864371,123.262,124.3934,25642.93,STRONG_SIGNAL,HIGH,2026-06-29,2026-06-29T23:27:37.130252+00:00,0.983739837398374,0.10569105691056911,21,21,True,passes_robust_filter,870.9787673922002
243,PRAXBIND,HAEMORRHAGE INTRACRANIAL,36,36,36,20864371,122.1166,126.1725,4178.1687,STRONG_SIGNAL,HIGH,2026-06-29,2026-06-29T23:27:37.130252+00:00,1.0,0.75,18,18,True,passes_robust_filter,867.8777605935189
244,ADVATE,FACTOR VIII INHIBITION,32,32,32,20864371,1526.4999,1557.5929,42311.4359,STRONG_SIGNAL,HIGH,2026-06-29,2026-06-29T23:27:37.130252+00:00,1.0,0.0,9,9,True,passes_robust_filter,867.8498374140523
245,BELIMUMAB,LUPUS NEPHRITIS,44,44,44,20864371,1025.3428,1055.1321,40881.5164,STRONG_SIGNAL,HIGH,2026-06-29,2026-06-29T23:27:37.130252+00:00,1.0,0.022727272727272728,9,9,True,passes_robust_filter,865.5168469318157
246,RIBAVIRIN,GENOTYPE DRUG RESISTANCE TEST POSITIVE,96,96,96,20864371,282.4022,285.2933,23619.9147,STRONG_SIGNAL,HIGH,2026-06-29,2026-06-29T23:27:37.130252+00:00,0.9895833333333334,0.010416666666666666,18,18,True,passes_robust_filter,865.0621910340376
247,DOLUTEGRAVIR,IMMUNE RECONSTITUTION INFLAMMATORY SYNDROME,97,97,97,20864371,176.4912,180.3547,16138.3839,STRONG_SIGNAL,HIGH,2026-06-29,2026-06-29T23:27:37.130252+00:00,1.0,0.16494845360824742,19,19,True,passes_robust_filter,861.899395201512
248,FLUDARABINE,ACUTE GRAFT VERSUS HOST DISEASE IN SKIN,75,75,75,20864371,200.0591,201.6607,13444.9778,STRONG_SIGNAL,HIGH,2026-06-29,2026-06-29T23:27:37.130252+00:00,1.0,0.16,20,20,True,passes_robust_filter,861.7061158121041
249,ALCOHOL,DRUG ABUSE,279,279,279,20864371,52.5092,56.9013,13942.5227,STRONG_SIGNAL,HIGH,2026-06-29,2026-06-29T23:27:37.130252+00:00,1.0,0.7849462365591398,13,13,True,passes_robust_filter,857.5115444676126
250,MIRENA,DEVICE USE ISSUE,805,805,805,20864371,152.07,154.9335,91697.8377,STRONG_SIGNAL,HIGH,2026-06-29,2026-06-29T23:27:37.130252+00:00,0.42732919254658386,0.0012422360248447205,33,33,True,passes_robust_filter,857.1466417426193
251,GILOTRIF,EGFR GENE MUTATION,35,35,35,20864371,927.818,934.6703,25973.9453,STRONG_SIGNAL,HIGH,2026-06-29,2026-06-29T23:27:37.130252+00:00,1.0,0.02857142857142857,11,11,True,passes_robust_filter,856.4262401145837
252,TRAMETINIB,METASTATIC MALIGNANT MELANOMA,38,38,38,20864371,194.9316,196.8477,6889.2411,STRONG_SIGNAL,HIGH,2026-06-29,2026-06-29T23:27:37.130252+00:00,1.0,0.631578947368421,12,12,True,passes_robust_filter,855.698292304737
253,VALGANCICLOVIR,CYTOMEGALOVIRUS VIRAEMIA,102,102,102,20864371,214.1244,218.8176,20433.809,STRONG_SIGNAL,HIGH,2026-06-29,2026-06-29T23:27:37.130252+00:00,1.0,0.38235294117647056,9,9,True,passes_robust_filter,854.6253814913163
254,BETAMETHASONE,LOW BIRTH WEIGHT BABY,134,134,134,20864371,141.6866,145.2051,17913.5478,STRONG_SIGNAL,HIGH,2026-06-29,2026-06-29T23:27:37.130252+00:00,1.0,0.022388059701492536,30,30,True,passes_robust_filter,851.7506800399387
255,NUVARING,UNINTENDED PREGNANCY,110,110,110,20864371,239.8415,244.0277,24153.0619,STRONG_SIGNAL,HIGH,2026-06-29,2026-06-29T23:27:37.130252+00:00,1.0,0.0,19,19,True,passes_robust_filter,851.3144241765049
256,STIVARGA,COLORECTAL CANCER METASTATIC,41,41,41,20864371,190.59,191.3468,6894.2543,STRONG_SIGNAL,HIGH,2026-06-29,2026-06-29T23:27:37.130252+00:00,1.0,0.2926829268292683,23,23,True,passes_robust_filter,848.8176288191131
257,EMTRICITABINE,IMMUNE RECONSTITUTION INFLAMMATORY SYNDROME,78,78,78,20864371,255.2904,263.5308,18930.2648,STRONG_SIGNAL,HIGH,2026-06-29,2026-06-29T23:27:37.130252+00:00,1.0,0.1282051282051282,15,15,True,passes_robust_filter,845.6867494364432
258,GONAL F,OVARIAN HYPERSTIMULATION SYNDROME,22,22,22,20864371,3130.845,3740.1954,64438.4199,STRONG_SIGNAL,HIGH,2026-06-29,2026-06-29T23:27:37.130252+00:00,0.9545454545454546,0.0,7,7,True,passes_robust_filter,843.9384259787191
259,ESMERON,ANAPHYLACTIC SHOCK,66,66,66,20864371,313.9517,360.6821,20131.8224,STRONG_SIGNAL,HIGH,2026-06-29,2026-06-29T23:27:37.130252+00:00,1.0,0.15151515151515152,12,12,True,passes_robust_filter,841.6566896860185
260,JAKAVI,SECOND PRIMARY MALIGNANCY,183,183,183,20864371,84.7374,86.1301,14407.5777,STRONG_SIGNAL,HIGH,2026-06-29,2026-06-29T23:27:37.130252+00:00,1.0,0.21311475409836064,27,27,True,passes_robust_filter,838.4040540900324
261,GANCICLOVIR,CYTOMEGALOVIRUS VIRAEMIA,81,81,81,20864371,200.6608,204.8172,15309.5839,STRONG_SIGNAL,HIGH,2026-06-29,2026-06-29T23:27:37.130252+00:00,1.0,0.5308641975308642,8,8,True,passes_robust_filter,838.0183694443664
262,CUROSURF,BRADYCARDIA NEONATAL,31,31,31,20864371,4158.8499,4550.623,116388.77,STRONG_SIGNAL,HIGH,2026-06-29,2026-06-29T23:27:37.130252+00:00,1.0,0.06451612903225806,4,4,True,passes_robust_filter,833.5749540118085
263,FACTOR VIII RECOMBINANT INN,FACTOR VIII INHIBITION,7,7,7,20864371,21308.7884,30630.9459,125651.0818,STRONG_SIGNAL,MEDIUM,2026-06-29,2026-06-29T23:27:37.130252+00:00,1.0,0.0,6,6,True,passes_robust_filter,833.2060307814951
264,PROPOFOL,PROPOFOL INFUSION SYNDROME,30,30,30,20864371,531.0494,533.2856,12984.9745,STRONG_SIGNAL,HIGH,2026-06-29,2026-06-29T23:27:37.130252+00:00,1.0,0.4,8,8,True,passes_robust_filter,832.8926472587655
265,THIOTEPA,ACUTE GRAFT VERSUS HOST DISEASE,50,50,50,20864371,276.5127,281.2111,12940.9922,STRONG_SIGNAL,HIGH,2026-06-29,2026-06-29T23:27:37.130252+00:00,1.0,0.3,12,12,True,passes_robust_filter,832.3756294682395
266,TACROLIMUS,TRANSPLANT REJECTION,382,382,382,20864371,64.4087,65.0258,21188.9415,STRONG_SIGNAL,HIGH,2026-06-29,2026-06-29T23:27:37.130252+00:00,0.9973821989528796,0.10732984293193717,36,36,True,passes_robust_filter,832.2380763211864
267,RALTEGRAVIR,VIROLOGIC FAILURE,94,94,94,20864371,322.1507,339.4604,28957.1438,STRONG_SIGNAL,HIGH,2026-06-29,2026-06-29T23:27:37.130252+00:00,1.0,0.0,14,14,True,passes_robust_filter,830.8933281832553
268,LAMIVUDINE,IMMUNE RECONSTITUTION INFLAMMATORY SYNDROME,169,169,169,20864371,119.3497,121.0496,18456.9711,STRONG_SIGNAL,HIGH,2026-06-29,2026-06-29T23:27:37.130252+00:00,1.0,0.15384615384615385,20,20,True,passes_robust_filter,830.4598267213258
269,STAVUDINE,LIPODYSTROPHY ACQUIRED,49,49,49,20864371,756.9047,787.3146,34647.6213,STRONG_SIGNAL,HIGH,2026-06-29,2026-06-29T23:27:37.130252+00:00,1.0,0.0,10,10,True,passes_robust_filter,829.7185627681777
270,ZIDOVUDINE,PATHOGEN RESISTANCE,163,163,163,20864371,156.9731,163.3274,24349.3767,STRONG_SIGNAL,HIGH,2026-06-29,2026-06-29T23:27:37.130252+00:00,1.0,0.018404907975460124,21,21,True,passes_robust_filter,829.2804668982121
271,WARFARIN,INTERNATIONAL NORMALISED RATIO INCREASED,1228,1228,1228,20864371,50.8244,51.7665,51610.2429,STRONG_SIGNAL,HIGH,2026-06-29,2026-06-29T23:27:37.130252+00:00,0.8737785016286646,0.07899022801302931,38,38,True,passes_robust_filter,829.0637346943437
272,ELLAONE,UNINTENDED PREGNANCY,21,21,21,20864371,1653.2088,1890.8553,32613.8412,STRONG_SIGNAL,HIGH,2026-06-29,2026-06-29T23:27:37.130252+00:00,1.0,0.0,10,10,True,passes_robust_filter,828.941424352608
273,CINRYZE,HEREDITARY ANGIOEDEMA,179,179,179,20864371,1203.5816,1509.7866,203562.7018,STRONG_SIGNAL,HIGH,2026-06-29,2026-06-29T23:27:37.130252+00:00,0.3854748603351955,0.00558659217877095,8,8,True,passes_robust_filter,827.5503105964445
274,FORXIGA,EUGLYCAEMIC DIABETIC KETOACIDOSIS,74,74,74,20864371,218.4272,222.2663,15125.0576,STRONG_SIGNAL,HIGH,2026-06-29,2026-06-29T23:27:37.130252+00:00,0.9864864864864865,0.02702702702702703,24,24,True,passes_robust_filter,826.832612058059
275,SANDOSTATIN LAR DEPOT,NEUROENDOCRINE TUMOUR,58,58,58,20864371,126.0324,126.4176,6345.4512,STRONG_SIGNAL,HIGH,2026-06-29,2026-06-29T23:27:37.130252+00:00,1.0,0.46551724137931033,18,18,True,passes_robust_filter,826.3810306453395
276,PULMOZYME,CYSTIC FIBROSIS,434,434,434,20864371,302.9302,319.467,116219.4379,STRONG_SIGNAL,HIGH,2026-06-29,2026-06-29T23:27:37.130252+00:00,0.9493087557603687,0.016129032258064516,7,7,True,passes_robust_filter,825.7308498317327
277,CARBON DIOXIDE GENERIC,AIR EMBOLISM,6,6,6,20864371,53044.9602,75778.086,254485.6044,STRONG_SIGNAL,MEDIUM,2026-06-29,2026-06-29T23:27:37.130252+00:00,0.8333333333333334,0.3333333333333333,3,3,True,passes_robust_filter,824.3263760847788
278,DIANEAL LOW CALCIUM PERITONEAL DIALYSIS SOLUTION WITH DEXTROSE,DEATH,1937,1937,1937,20864371,25.3214,35.8278,45421.1088,STRONG_SIGNAL,HIGH,2026-06-29,2026-06-29T23:27:37.130252+00:00,1.0,1.0,9,9,True,passes_robust_filter,822.2285011724534
279,BETAMETHASONE,PREMATURE BABY,241,241,241,20864371,83.2345,87.0087,19090.3756,STRONG_SIGNAL,HIGH,2026-06-29,2026-06-29T23:27:37.130252+00:00,0.995850622406639,0.04564315352697095,36,36,True,passes_robust_filter,821.1890950679496
280,LUCENTIS,DIABETIC RETINAL OEDEMA,53,53,53,20864371,771.2563,776.8219,31420.3335,STRONG_SIGNAL,HIGH,2026-06-29,2026-06-29T23:27:37.130252+00:00,0.9811320754716981,0.018867924528301886,9,9,True,passes_robust_filter,820.7458192798333
281,VECTIBIX,COLORECTAL CANCER METASTATIC,26,26,26,20864371,295.1901,297.0754,6931.3133,STRONG_SIGNAL,HIGH,2026-06-29,2026-06-29T23:27:37.130252+00:00,1.0,0.38461538461538464,15,15,True,passes_robust_filter,820.4868739782451
282,MIRENA,OFF LABEL USE OF DEVICE,126,126,126,20864371,295.7285,296.5892,22739.5499,STRONG_SIGNAL,HIGH,2026-06-29,2026-06-29T23:27:37.130252+00:00,0.6428571428571429,0.0,23,23,True,passes_robust_filter,820.0822259051599
283,MIRENA,IDIOPATHIC INTRACRANIAL HYPERTENSION,316,316,316,20864371,230.7163,232.4061,48697.7814,STRONG_SIGNAL,HIGH,2026-06-29,2026-06-29T23:27:37.130252+00:00,1.0,0.0,10,10,True,passes_robust_filter,820.0809126104166
284,EYLEA,BLINDNESS UNILATERAL,290,290,290,20864371,112.5411,114.6065,29420.3438,STRONG_SIGNAL,HIGH,2026-06-29,2026-06-29T23:27:37.130252+00:00,0.996551724137931,0.0,24,24,True,passes_robust_filter,819.5838060819426
285,HEPSERA,OSTEOMALACIA,23,23,23,20864371,1750.4863,1803.571,36118.6183,STRONG_SIGNAL,HIGH,2026-06-29,2026-06-29T23:27:37.130252+00:00,1.0,0.0,9,9,True,passes_robust_filter,819.5472575866031
286,VIGABATRIN,INFANTILE SPASMS,21,21,21,20864371,2626.6582,2673.4257,45629.9622,STRONG_SIGNAL,HIGH,2026-06-29,2026-06-29T23:27:37.130252+00:00,1.0,0.09523809523809523,6,6,True,passes_robust_filter,818.6765322070177
287,DIANEAL LOW CALCIUM PERITONEAL DIALYSIS SOLUTION WITH DEXTROSE,PERITONEAL DIALYSIS COMPLICATION,210,210,210,20864371,2368.622,2448.6736,286055.1244,STRONG_SIGNAL,HIGH,2026-06-29,2026-06-29T23:27:37.130252+00:00,0.49047619047619045,0.0380952380952381,4,4,True,passes_robust_filter,818.285237508964
288,FLUDARABINE,GRAFT VERSUS HOST DISEASE IN GASTROINTESTINAL TRACT,63,63,63,20864371,133.7965,134.6928,7707.1184,STRONG_SIGNAL,HIGH,2026-06-29,2026-06-29T23:27:37.130252+00:00,1.0,0.38095238095238093,18,18,True,passes_robust_filter,814.3929854718399
289,NORDIAZEPAM,TOXICITY TO VARIOUS AGENTS,111,111,111,20864371,62.3417,81.576,6654.8124,STRONG_SIGNAL,HIGH,2026-06-29,2026-06-29T23:27:37.130252+00:00,1.0,0.963963963963964,10,10,True,passes_robust_filter,813.7630268362248
290,INVOKANA,AMPUTATION,228,228,228,20864371,856.0463,867.1794,112166.8337,STRONG_SIGNAL,HIGH,2026-06-29,2026-06-29T23:27:37.130252+00:00,1.0,0.017543859649122806,4,4,True,passes_robust_filter,813.2811869745566
291,FLUDARABINE,GRAFT VERSUS HOST DISEASE,92,92,92,20864371,83.5083,84.324,7149.4273,STRONG_SIGNAL,HIGH,2026-06-29,2026-06-29T23:27:37.130252+00:00,1.0,0.5434782608695652,18,18,True,passes_robust_filter,812.7727162718771
292,GILENYA,MULTIPLE SCLEROSIS RELAPSE,1848,1848,1848,20864371,41.5027,42.86,65609.7439,STRONG_SIGNAL,HIGH,2026-06-29,2026-06-29T23:27:37.130252+00:00,0.9788961038961039,0.005411255411255411,45,45,True,passes_robust_filter,812.4206819849483
293,HARVONI,HEPATITIS C,206,206,206,20864371,134.2045,138.1155,25904.8059,STRONG_SIGNAL,HIGH,2026-06-29,2026-06-29T23:27:37.130252+00:00,0.9854368932038835,0.009708737864077669,22,22,True,passes_robust_filter,811.7995521086006
294,EMTRICITABINE/TENOFOVIR DISOPROXIL FUMARATE,ACUTE HIV INFECTION,24,24,24,20864371,2046.7039,2065.3365,37314.3499,STRONG_SIGNAL,HIGH,2026-06-29,2026-06-29T23:27:37.130252+00:00,1.0,0.041666666666666664,7,7,True,passes_robust_filter,811.6058551185981
295,XALKORI,NEOPLASM PROGRESSION,228,228,228,20864371,76.4346,80.9619,16665.5094,STRONG_SIGNAL,HIGH,2026-06-29,2026-06-29T23:27:37.130252+00:00,0.5614035087719298,0.3333333333333333,32,32,True,passes_robust_filter,811.2655738523223
296,MAGNEVIST,GADOLINIUM DEPOSITION DISEASE,168,168,168,20864371,1079.6383,1132.8262,151875.1917,STRONG_SIGNAL,HIGH,2026-06-29,2026-06-29T23:27:37.130252+00:00,1.0,0.0,4,4,True,passes_robust_filter,811.2616557758922
297,VANCOMYCIN,LINEAR IGA DISEASE,151,151,151,20864371,258.3114,260.4753,31402.3283,STRONG_SIGNAL,HIGH,2026-06-29,2026-06-29T23:27:37.130252+00:00,0.9801324503311258,0.059602649006622516,11,11,True,passes_robust_filter,810.8159282295857
298,OMNISCAN,GADOLINIUM DEPOSITION DISEASE,160,160,160,20864371,1110.2554,1167.1039,150018.3318,STRONG_SIGNAL,HIGH,2026-06-29,2026-06-29T23:27:37.130252+00:00,1.0,0.0,4,4,True,passes_robust_filter,810.2231865338434
299,TRETINOIN,DIFFERENTIATION SYNDROME,25,25,25,20864371,885.2372,898.142,19749.424,STRONG_SIGNAL,HIGH,2026-06-29,2026-06-29T23:27:37.130252+00:00,1.0,0.12,10,10,True,passes_robust_filter,807.8300007507331
300,KYLEENA,PREGNANCY WITH CONTRACEPTIVE DEVICE,121,121,121,20864371,245.227,250.2915,27279.5546,STRONG_SIGNAL,HIGH,2026-06-29,2026-06-29T23:27:37.130252+00:00,0.9917355371900827,0.0,15,15,True,passes_robust_filter,807.3044756464097
301,MIRENA,ECTOPIC PREGNANCY WITH CONTRACEPTIVE DEVICE,136,136,136,20864371,165.2419,165.7597,16404.2336,STRONG_SIGNAL,HIGH,2026-06-29,2026-06-29T23:27:37.130252+00:00,1.0,0.0,22,22,True,passes_robust_filter,807.2173144624845
302,VISUDYNE,CHOROIDAL NEOVASCULARISATION,15,15,15,20864371,4206.4296,4342.0887,53731.673,STRONG_SIGNAL,HIGH,2026-06-29,2026-06-29T23:27:37.130252+00:00,1.0,0.0,7,7,True,passes_robust_filter,805.9765641436416
303,BEDAQUILINE,TUBERCULOSIS,36,36,36,20864371,167.7137,172.3163,5739.4637,STRONG_SIGNAL,HIGH,2026-06-29,2026-06-29T23:27:37.130252+00:00,1.0,0.8333333333333334,9,9,True,passes_robust_filter,805.9509126642548
304,OLANZAPINE PAMOATE,POST-INJECTION DELIRIUM SEDATION SYNDROME,20,20,20,20864371,2967.9166,3273.7843,54724.433,STRONG_SIGNAL,HIGH,2026-06-29,2026-06-29T23:27:37.130252+00:00,1.0,0.05,6,6,True,passes_robust_filter,805.183834525097
305,CARMUSTINE,MYELODYSPLASTIC SYNDROME,67,67,67,20864371,257.7398,272.8954,16635.7117,STRONG_SIGNAL,HIGH,2026-06-29,2026-06-29T23:27:37.130252+00:00,1.0,0.3880597014925373,8,8,True,passes_robust_filter,802.598197813538
306,ALCOHOL,TOXICITY TO VARIOUS AGENTS,397,397,397,20864371,29.2983,32.8602,10810.4162,STRONG_SIGNAL,HIGH,2026-06-29,2026-06-29T23:27:37.130252+00:00,0.9974811083123426,0.8942065491183879,18,18,True,passes_robust_filter,801.7757183358787
307,THIOTEPA,ADENOVIRUS INFECTION,49,49,49,20864371,301.4888,306.5089,13782.9502,STRONG_SIGNAL,HIGH,2026-06-29,2026-06-29T23:27:37.130252+00:00,0.9795918367346939,0.3673469387755102,9,9,True,passes_robust_filter,800.0284586031672
308,ALTEPLASE,HAEMORRHAGIC TRANSFORMATION STROKE,24,24,24,20864371,382.243,387.0385,8449.7851,STRONG_SIGNAL,HIGH,2026-06-29,2026-06-29T23:27:37.130252+00:00,1.0,0.4583333333333333,10,10,True,passes_robust_filter,798.3030626200064
309,OSIMERTINIB,MALIGNANT NEOPLASM PROGRESSION,223,223,223,20864371,65.1037,73.9224,13957.4163,STRONG_SIGNAL,HIGH,2026-06-29,2026-06-29T23:27:37.130252+00:00,1.0,0.16591928251121077,32,32,True,passes_robust_filter,798.2341260440253
310,IDARUBICIN,ACUTE MYELOID LEUKAEMIA RECURRENT,25,25,25,20864371,341.3776,345.4413,7874.7562,STRONG_SIGNAL,HIGH,2026-06-29,2026-06-29T23:27:37.130252+00:00,1.0,0.84,6,6,True,passes_robust_filter,796.2134859418763
311,OMNISCAN,NEPHROGENIC SYSTEMIC FIBROSIS,30,30,30,20864371,1371.8444,1384.4906,32682.3143,STRONG_SIGNAL,HIGH,2026-06-29,2026-06-29T23:27:37.130252+00:00,1.0,0.06666666666666667,7,7,True,passes_robust_filter,796.1362439422346
312,KYLEENA,DEVICE DISLOCATION,458,458,458,20864371,158.9648,172.1237,68654.772,STRONG_SIGNAL,HIGH,2026-06-29,2026-06-29T23:27:37.130252+00:00,0.9978165938864629,0.0,11,11,True,passes_robust_filter,795.858605377854
313,SUNITINIB,GASTROINTESTINAL STROMAL TUMOUR,22,22,22,20864371,1055.6427,1092.7069,21435.4169,STRONG_SIGNAL,HIGH,2026-06-29,2026-06-29T23:27:37.130252+00:00,1.0,0.18181818181818182,8,8,True,passes_robust_filter,793.3786448479766
314,BRIGATINIB,NEOPLASM PROGRESSION,112,112,112,20864371,130.1779,144.076,14136.8847,STRONG_SIGNAL,HIGH,2026-06-29,2026-06-29T23:27:37.130252+00:00,0.9821428571428571,0.16071428571428573,19,19,True,passes_robust_filter,791.8248350947914
315,LAMIVUDINE,DRUG RESISTANCE,446,446,446,20864371,66.6527,69.2013,27734.824,STRONG_SIGNAL,HIGH,2026-06-29,2026-06-29T23:27:37.130252+00:00,0.9887892376681614,0.006726457399103139,36,36,True,passes_robust_filter,790.5133244595204
316,SAMSCA,RAPID CORRECTION OF HYPONATRAEMIA,22,22,22,20864371,10107.9081,10181.9021,86082.5183,STRONG_SIGNAL,HIGH,2026-06-29,2026-06-29T23:27:37.130252+00:00,0.9545454545454546,0.09090909090909091,3,3,True,passes_robust_filter,790.2277197561205
317,VOTRIENT,SOFT TISSUE SARCOMA,25,25,25,20864371,331.7959,332.5133,6687.9711,STRONG_SIGNAL,HIGH,2026-06-29,2026-06-29T23:27:37.130252+00:00,1.0,0.56,9,9,True,passes_robust_filter,789.7289603255064
318,ZIDOVUDINE,HUMAN IMMUNODEFICIENCY VIRUS TRANSMISSION,33,33,33,20864371,1224.5825,1234.357,31444.5697,STRONG_SIGNAL,HIGH,2026-06-29,2026-06-29T23:27:37.130252+00:00,1.0,0.06060606060606061,7,7,True,passes_robust_filter,787.4531167481884
319,LYNPARZA,OVARIAN CANCER RECURRENT,45,45,45,20864371,380.6857,383.0707,14725.9584,STRONG_SIGNAL,HIGH,2026-06-29,2026-06-29T23:27:37.130252+00:00,1.0,0.13333333333333333,12,12,True,passes_robust_filter,787.4280784257711
320,XTANDI,PROSTATIC SPECIFIC ANTIGEN INCREASED,507,507,507,20864371,143.6569,147.6406,63525.7944,STRONG_SIGNAL,HIGH,2026-06-29,2026-06-29T23:27:37.130252+00:00,0.46745562130177515,0.055226824457593686,24,24,True,passes_robust_filter,787.3149089984083
321,VENCLYXTO,ACUTE MYELOID LEUKAEMIA,43,43,43,20864371,89.6062,91.8567,3653.2385,STRONG_SIGNAL,HIGH,2026-06-29,2026-06-29T23:27:37.130252+00:00,1.0,0.9302325581395349,13,13,True,passes_robust_filter,787.2315202334158
322,KOGENATE FS,HAEMARTHROSIS,143,143,143,20864371,1730.058,2061.9443,228579.26,STRONG_SIGNAL,HIGH,2026-06-29,2026-06-29T23:27:37.130252+00:00,1.0,0.0,3,3,True,passes_robust_filter,784.1369653725677
323,PENICILLIN G BENZATHINE,JARISCH-HERXHEIMER REACTION,9,9,9,20864371,8299.9258,8686.9223,61658.5652,STRONG_SIGNAL,MEDIUM,2026-06-29,2026-06-29T23:27:37.130252+00:00,1.0,0.0,7,7,True,passes_robust_filter,783.772053638893
324,RISPERDAL,GYNAECOMASTIA,2441,2441,2441,20864371,816.0122,937.2089,1143031.2982,STRONG_SIGNAL,HIGH,2026-06-29,2026-06-29T23:27:37.130252+00:00,0.12085210979106924,0.0020483408439164277,6,6,True,passes_robust_filter,783.6667664510438
325,LYNPARZA,MALIGNANT NEOPLASM PROGRESSION,543,543,543,20864371,40.8767,44.125,20828.6374,STRONG_SIGNAL,HIGH,2026-06-29,2026-06-29T23:27:37.130252+00:00,1.0,0.20994475138121546,36,36,True,passes_robust_filter,783.0710197236473
326,ISOFLURANE,HYPERTHERMIA MALIGNANT,17,17,17,20864371,2476.7401,2619.4099,38216.7065,STRONG_SIGNAL,HIGH,2026-06-29,2026-06-29T23:27:37.130252+00:00,1.0,0.058823529411764705,7,7,True,passes_robust_filter,782.9306949271559
327,EXALGO,TOXICITY TO VARIOUS AGENTS,577,577,577,20864371,90.4868,137.5122,50800.932,STRONG_SIGNAL,HIGH,2026-06-29,2026-06-29T23:27:37.130252+00:00,1.0,0.9896013864818024,3,3,True,passes_robust_filter,781.2383237671683
328,LEMTRADA,IMMUNE THROMBOCYTOPENIC PURPURA,118,118,118,20864371,173.4517,176.6297,19030.0817,STRONG_SIGNAL,HIGH,2026-06-29,2026-06-29T23:27:37.130252+00:00,1.0,0.07627118644067797,16,16,True,passes_robust_filter,779.2419283055374
329,TAXOTERE,ALOPECIA,7948,7948,7948,20864371,67.7498,93.788,480729.2018,STRONG_SIGNAL,HIGH,2026-06-29,2026-06-29T23:27:37.130252+00:00,0.8113990941117262,0.0008807247106190236,11,11,True,passes_robust_filter,779.145592273276
330,NUVARING,PREGNANCY WITH CONTRACEPTIVE DEVICE,104,104,104,20864371,194.6621,197.8682,18729.6309,STRONG_SIGNAL,HIGH,2026-06-29,2026-06-29T23:27:37.130252+00:00,1.0,0.0,19,19,True,passes_robust_filter,778.6907894775981
331,VENETOCLAX,RICHTER^S SYNDROME,28,28,28,20864371,251.261,252.3176,6231.4959,STRONG_SIGNAL,HIGH,2026-06-29,2026-06-29T23:27:37.130252+00:00,1.0,0.39285714285714285,14,14,True,passes_robust_filter,777.5455490319096
332,RANIBIZUMAB,CHOROIDAL NEOVASCULARISATION,19,19,19,20864371,2646.3643,2698.0209,42309.0016,STRONG_SIGNAL,HIGH,2026-06-29,2026-06-29T23:27:37.130252+00:00,1.0,0.0,7,7,True,passes_robust_filter,775.7846346605447
333,IMPLANON,COMPLICATION ASSOCIATED WITH DEVICE,197,197,197,20864371,255.8226,272.9615,47924.8414,STRONG_SIGNAL,HIGH,2026-06-29,2026-06-29T23:27:37.130252+00:00,0.5634517766497462,0.0,19,19,True,passes_robust_filter,771.3679333522867
334,EYLEA,VITRITIS,122,122,122,20864371,321.487,323.9571,31027.1785,STRONG_SIGNAL,HIGH,2026-06-29,2026-06-29T23:27:37.130252+00:00,0.9836065573770492,0.00819672131147541,10,10,True,passes_robust_filter,770.9737967735502
335,IMATINIB,CYTOGENETIC ANALYSIS ABNORMAL,83,83,83,20864371,283.5493,285.8733,20282.1156,STRONG_SIGNAL,HIGH,2026-06-29,2026-06-29T23:27:37.130252+00:00,0.9397590361445783,0.060240963855421686,13,13,True,passes_robust_filter,770.391661982919
336,OXYCONTIN,DRUG DEPENDENCE,2977,2977,2977,20864371,61.3923,68.9179,164149.8091,STRONG_SIGNAL,HIGH,2026-06-29,2026-06-29T23:27:37.130252+00:00,0.9993281827342962,0.4074571716493114,6,6,True,passes_robust_filter,769.0372627884282
337,POMALYST,PLASMA CELL MYELOMA,1119,1119,1119,20864371,63.9602,66.8232,64264.1993,STRONG_SIGNAL,HIGH,2026-06-29,2026-06-29T23:27:37.130252+00:00,0.775692582663092,0.5281501340482574,8,8,True,passes_robust_filter,768.9418968236004
338,SAIZEN,EPIPHYSES PREMATURE FUSION,13,13,13,20864371,8105.4829,8230.1673,73047.4451,STRONG_SIGNAL,HIGH,2026-06-29,2026-06-29T23:27:37.130252+00:00,1.0,0.0,5,5,True,passes_robust_filter,767.3966757904499
339,LUCENTIS,ENDOPHTHALMITIS,97,97,97,20864371,152.7271,154.7457,13728.3898,STRONG_SIGNAL,HIGH,2026-06-29,2026-06-29T23:27:37.130252+00:00,1.0,0.010309278350515464,25,25,True,passes_robust_filter,767.252159802111
340,ARSENIC TRIOXIDE,DIFFERENTIATION SYNDROME,21,21,21,20864371,2752.9786,2883.4335,51876.1619,STRONG_SIGNAL,HIGH,2026-06-29,2026-06-29T23:27:37.130252+00:00,1.0,0.09523809523809523,5,5,True,passes_robust_filter,765.5820678703664
