drug_name,reaction_term,case_count,prr,ror,prr_chi_square,serious_ratio,death_ratio,countries_count,source_proxy_count,passes_robust_filter,artifact_reason,robust_signal_score
LYNPARZA,MALIGNANT NEOPLASM PROGRESSION,543,40.8767,44.125,20828.6374,1.0,0.20994475138121546,36,36,True,passes_robust_filter,783.0710197236473
ISOFLURANE,HYPERTHERMIA MALIGNANT,17,2476.7401,2619.4099,38216.7065,1.0,0.058823529411764705,7,7,True,passes_robust_filter,782.9306949271559
EXALGO,TOXICITY TO VARIOUS AGENTS,577,90.4868,137.5122,50800.932,1.0,0.9896013864818024,3,3,True,passes_robust_filter,781.2383237671683
LEMTRADA,IMMUNE THROMBOCYTOPENIC PURPURA,118,173.4517,176.6297,19030.0817,1.0,0.07627118644067797,16,16,True,passes_robust_filter,779.2419283055374
TAXOTERE,ALOPECIA,7948,67.7498,93.788,480729.2018,0.8113990941117262,0.0008807247106190236,11,11,True,passes_robust_filter,779.145592273276
NUVARING,PREGNANCY WITH CONTRACEPTIVE DEVICE,104,194.6621,197.8682,18729.6309,1.0,0.0,19,19,True,passes_robust_filter,778.6907894775981
VENETOCLAX,RICHTER^S SYNDROME,28,251.261,252.3176,6231.4959,1.0,0.39285714285714285,14,14,True,passes_robust_filter,777.5455490319096
RANIBIZUMAB,CHOROIDAL NEOVASCULARISATION,19,2646.3643,2698.0209,42309.0016,1.0,0.0,7,7,True,passes_robust_filter,775.7846346605447
IMPLANON,COMPLICATION ASSOCIATED WITH DEVICE,197,255.8226,272.9615,47924.8414,0.5634517766497462,0.0,19,19,True,passes_robust_filter,771.3679333522867
EYLEA,VITRITIS,122,321.487,323.9571,31027.1785,0.9836065573770492,0.00819672131147541,10,10,True,passes_robust_filter,770.9737967735502
IMATINIB,CYTOGENETIC ANALYSIS ABNORMAL,83,283.5493,285.8733,20282.1156,0.9397590361445783,0.060240963855421686,13,13,True,passes_robust_filter,770.391661982919
OXYCONTIN,DRUG DEPENDENCE,2977,61.3923,68.9179,164149.8091,0.9993281827342962,0.4074571716493114,6,6,True,passes_robust_filter,769.0372627884282
POMALYST,PLASMA CELL MYELOMA,1119,63.9602,66.8232,64264.1993,0.775692582663092,0.5281501340482574,8,8,True,passes_robust_filter,768.9418968236004
SAIZEN,EPIPHYSES PREMATURE FUSION,13,8105.4829,8230.1673,73047.4451,1.0,0.0,5,5,True,passes_robust_filter,767.3966757904499
LUCENTIS,ENDOPHTHALMITIS,97,152.7271,154.7457,13728.3898,1.0,0.010309278350515464,25,25,True,passes_robust_filter,767.252159802111
ARSENIC TRIOXIDE,DIFFERENTIATION SYNDROME,21,2752.9786,2883.4335,51876.1619,1.0,0.09523809523809523,5,5,True,passes_robust_filter,765.5820678703664
AMPHETAMINE SULFATE,TOXICITY TO VARIOUS AGENTS,146,59.141,76.1521,8303.7218,1.0,0.958904109589041,8,8,True,passes_robust_filter,764.8155767177567
CARFILZOMIB,PLASMA CELL MYELOMA,114,58.6051,61.1704,6354.4063,0.9824561403508771,0.47368421052631576,25,25,True,passes_robust_filter,764.6387132316075
DUODOPA,STOMA SITE EXTRAVASATION,55,242.7034,243.1999,9903.3506,1.0,0.10909090909090909,16,16,True,passes_robust_filter,764.4109414950223
NIVOLUMAB,MALIGNANT NEOPLASM PROGRESSION,1019,20.1783,20.9102,18103.7486,0.9990186457311089,0.5966633954857704,38,38,True,passes_robust_filter,763.5667468138649
DOLUTEGRAVIR,BLOOD HIV RNA INCREASED,85,369.3783,376.4657,28582.6124,0.9882352941176471,0.023529411764705882,10,10,True,passes_robust_filter,762.9055789322796
JAYDESS,PERITONEAL HAEMORRHAGE,28,949.2971,970.8319,24196.7655,1.0,0.0,10,10,True,passes_robust_filter,761.7250020792827
VALPROATE SODIUM,FOETAL ANTICONVULSANT SYNDROME,40,2602.6784,2653.6417,80526.4613,1.0,0.025,4,4,True,passes_robust_filter,759.7159133179932
DUODOPA,STOMA SITE INFLAMMATION,93,194.1627,194.8346,14143.2928,1.0,0.10752688172043011,14,14,True,passes_robust_filter,758.4861737680143
XOFIGO,PROSTATIC SPECIFIC ANTIGEN INCREASED,100,164.4443,170.2463,15723.8578,0.91,0.17,15,15,True,passes_robust_filter,756.4514626409607
TACROLIMUS,POLYOMAVIRUS-ASSOCIATED NEPHROPATHY,157,109.6883,110.1206,13898.7751,1.0,0.044585987261146494,24,24,True,passes_robust_filter,754.8271398764258
BRILIQUE,VASCULAR STENT THROMBOSIS,34,276.5253,279.9455,8739.6313,1.0,0.23529411764705882,14,14,True,passes_robust_filter,754.5179848383091
ZEPATIER,HEPATITIS C,70,207.0154,216.7991,13935.7689,0.9857142857142858,0.0,21,21,True,passes_robust_filter,751.8341906567734
OMNISCAN,CONTRAST MEDIA DEPOSITION,76,1027.8131,1052.1542,66230.6506,1.0,0.0,5,5,True,passes_robust_filter,751.4153823826524
ALCOHOL,ALCOHOL INTERACTION,25,267.0287,268.9149,6085.9508,1.0,0.6,9,9,True,passes_robust_filter,751.39376676303
SUTENT,NEOPLASM PROGRESSION,488,41.8167,43.0995,18811.7108,0.7049180327868853,0.2807377049180328,42,42,True,passes_robust_filter,750.9016552250838
DACLATASVIR DIHYDROCHLORIDE,GENOTYPE DRUG RESISTANCE TEST POSITIVE,27,1065.0796,1111.5685,26768.6406,1.0,0.0,9,9,True,passes_robust_filter,750.431218491278
VECTIBIX,DERMATITIS ACNEIFORM,92,246.3488,252.0045,21214.922,0.8913043478260869,0.03260869565217391,15,15,True,passes_robust_filter,749.7642384506472
VIDAZA,ACUTE MYELOID LEUKAEMIA,57,59.0365,59.9971,3163.8034,1.0,0.7017543859649122,24,24,True,passes_robust_filter,748.8287953295185
KYMRIAH,B-CELL APLASIA,16,2635.8817,2649.9391,28638.3212,1.0,0.1875,5,5,True,passes_robust_filter,748.6454243269977
MITOMYCIN,HYPOTONY OF EYE,20,3898.2584,3987.6451,63494.5523,1.0,0.0,5,5,True,passes_robust_filter,747.9551443973497
ABILIFY,GAMBLING DISORDER,603,160.2415,162.9692,74699.3968,0.8656716417910447,0.004975124378109453,10,10,True,passes_robust_filter,746.5391698211669
LETROZOLE,BREAST CANCER METASTATIC,226,69.75,70.3795,14074.7936,0.995575221238938,0.17699115044247787,24,24,True,passes_robust_filter,745.8212295788212
OPSUMIT,PULMONARY ARTERIAL HYPERTENSION,517,30.9252,31.217,13844.7093,0.9555125725338491,0.5106382978723404,27,27,True,passes_robust_filter,745.5927352782445
EYLEA,VITRECTOMY,80,473.1327,475.5125,27327.8668,1.0,0.0125,8,8,True,passes_robust_filter,742.8955951178986
JAYDESS,RUPTURED ECTOPIC PREGNANCY,14,1914.2851,1935.7655,22311.4564,1.0,0.0,10,10,True,passes_robust_filter,742.8953550628196
LUCENTIS,VISUAL ACUITY REDUCED,230,137.4784,141.8637,29591.6463,0.9652173913043478,0.0,16,16,True,passes_robust_filter,741.3764984361255
REVOLADE,APLASTIC ANAEMIA,48,109.7828,110.8681,4939.9148,1.0,0.5833333333333334,14,14,True,passes_robust_filter,741.1466524886142
OZURDEX,ENDOPHTHALMITIS,48,475.6493,496.4559,21699.6252,1.0,0.0,11,11,True,passes_robust_filter,740.6422676590192
SOLIRIS,HAEMOLYSIS,330,86.7329,87.5975,24510.4953,0.9484848484848485,0.03939393939393939,22,22,True,passes_robust_filter,739.9548393066239
GANCICLOVIR,CYTOMEGALOVIRUS INFECTION,106,78.3529,80.4738,7902.4537,1.0,0.3113207547169811,22,22,True,passes_robust_filter,739.5620427005281
DASATINIB,CYTOGENETIC ANALYSIS ABNORMAL,49,393.6107,398.3643,17450.303,1.0,0.061224489795918366,11,11,True,passes_robust_filter,738.7798667844853
MULTIHANCE,GADOLINIUM DEPOSITION DISEASE,168,795.9313,824.4612,111891.2382,0.9940476190476191,0.0,4,4,True,passes_robust_filter,738.6724785896163
THIOTEPA,ACUTE GRAFT VERSUS HOST DISEASE IN SKIN,44,356.6789,362.0056,14513.012,1.0,0.09090909090909091,12,12,True,passes_robust_filter,738.3003743442965
ORFADIN,ALPHA 1 FOETOPROTEIN INCREASED,12,2926.3339,2987.4907,29780.1256,1.0,0.08333333333333333,7,7,True,passes_robust_filter,738.1557424445347
SOVALDI,GENOTYPE DRUG RESISTANCE TEST POSITIVE,41,508.0099,518.16,19263.4442,0.975609756097561,0.0,12,12,True,passes_robust_filter,738.030978544666
FLUDARABINE,ACUTE MYELOID LEUKAEMIA RECURRENT,36,112.529,112.9579,3682.0126,1.0,0.8333333333333334,11,11,True,passes_robust_filter,737.3016946726316
BEOVU,RETINAL VASCULITIS,74,2801.383,2890.6286,154619.0953,0.9459459459459459,0.0,3,3,True,passes_robust_filter,736.8447210960015
KOVALTRY,HAEMARTHROSIS,30,1228.1683,1397.0447,35059.8574,1.0,0.0,7,7,True,passes_robust_filter,735.8735792802754
IRESSA,METASTASES TO CENTRAL NERVOUS SYSTEM,108,118.3905,121.2851,12147.1342,1.0,0.1388888888888889,19,19,True,passes_robust_filter,735.8236059051784
IMLYGIC,MELANOMA RECURRENT,8,2951.5736,3006.8537,19536.1119,1.0,0.625,4,4,True,passes_robust_filter,735.4948610613436
ZANTAC,BLADDER CANCER,3233,254.4467,269.1898,474755.947,0.9996906897618311,0.055985153108567894,3,3,True,passes_robust_filter,734.2372046252618
METHYLDOPA,LOW BIRTH WEIGHT BABY,67,197.1168,204.1397,12648.4582,1.0,0.014925373134328358,20,20,True,passes_robust_filter,734.2090458027302
MITOMYCIN,CONJUNCTIVAL FILTERING BLEB LEAK,12,25515.8732,25863.8033,134478.5636,1.0,0.0,3,3,True,passes_robust_filter,733.2076325806817
BUPROPION,COMPLETED SUICIDE,697,49.7296,52.1441,32133.8933,1.0,1.0,5,5,True,passes_robust_filter,732.1311788817982
TACROLIMUS,KIDNEY TRANSPLANT REJECTION,205,69.8018,70.1595,12212.1367,1.0,0.06341463414634146,34,34,True,passes_robust_filter,731.9441944866219
OXYCODONE HYDROCHLORIDE,TOXICITY TO VARIOUS AGENTS,1329,32.0108,36.2701,39383.0927,0.999247554552295,0.9337848006019563,7,7,True,passes_robust_filter,731.767455765798
MYCOPHENOLATE MOFETIL,TRANSPLANT REJECTION,220,67.0257,67.7291,13349.3702,1.0,0.10454545454545454,30,30,True,passes_robust_filter,730.9993709443728
LUCENTIS,POLYPOIDAL CHOROIDAL VASCULOPATHY,64,1584.8922,1598.7329,63870.5705,1.0,0.0,4,4,True,passes_robust_filter,730.4902069033994
DUODOPA,PARKINSON^S DISEASE,333,35.7414,36.178,10721.1247,0.996996996996997,0.4174174174174174,29,29,True,passes_robust_filter,729.3372544453694
BRENTUXIMAB VEDOTIN MPI,HODGKIN^S DISEASE,10,1035.261,1118.6692,9263.3197,1.0,0.5,7,7,True,passes_robust_filter,729.2134242796811
VIDAZA,TRANSFORMATION TO ACUTE MYELOID LEUKAEMIA,23,293.4616,295.3956,6113.4357,1.0,0.4782608695652174,10,10,True,passes_robust_filter,729.0477630561452
NEXPLANON,DEVICE DEPLOYMENT ISSUE,1287,475.7228,494.0202,340007.6036,0.21056721056721056,0.0,8,8,True,passes_robust_filter,728.8040136265671
FOSCARNET,PATHOGEN RESISTANCE,63,267.1399,286.5235,16250.1001,1.0,0.25396825396825395,8,8,True,passes_robust_filter,725.4596072311745
PALIVIZUMAB,BRONCHIOLITIS,15,3267.3974,4045.1111,45219.3862,1.0,0.0,6,6,True,passes_robust_filter,725.2094299050352
NEVIRAPINE,VIROLOGIC FAILURE,114,193.3078,199.3589,20897.6208,1.0,0.008771929824561403,14,14,True,passes_robust_filter,724.0346603252422
BLINATUMOMAB,ACUTE LYMPHOCYTIC LEUKAEMIA REFRACTORY,10,4324.3479,4363.227,31648.0978,1.0,0.2,5,5,True,passes_robust_filter,723.5511769154582
REVLIMID,ADULT T-CELL LYMPHOMA/LEUKAEMIA,95,233.3149,233.537,10267.3861,1.0,0.9157894736842105,3,3,True,passes_robust_filter,722.0082065597854
BEOVU,ANTERIOR CHAMBER CELL,50,2024.884,2068.0188,80427.4391,0.92,0.02,4,4,True,passes_robust_filter,720.9799223183251
ZIDOVUDINE,FOETAL EXPOSURE DURING PREGNANCY,373,64.8685,71.1526,23125.1767,0.9597855227882037,0.06166219839142091,25,25,True,passes_robust_filter,720.4464068457374
FULVESTRANT,METASTASES TO LIVER,182,66.7607,68.2852,11433.5698,1.0,0.12637362637362637,30,30,True,passes_robust_filter,720.0944654396427
BENZOCAINE,METHAEMOGLOBINAEMIA,24,3866.5943,4321.3701,85322.2684,1.0,0.16666666666666666,3,3,True,passes_robust_filter,720.0178469378898
OSIMERTINIB,EGFR GENE MUTATION,17,1051.0027,1060.7728,15370.7062,1.0,0.23529411764705882,7,7,True,passes_robust_filter,719.9502845435409
THALIDOMIDE,PLASMA CELL MYELOMA,114,56.9646,59.384,6170.3226,0.9912280701754386,0.34210526315789475,29,29,True,passes_robust_filter,718.8288520705148
EMTRICITABINE/TENOFOVIR DISOPROXIL FUMARATE,VIROLOGIC FAILURE,113,269.2268,281.1316,28941.15,1.0,0.0,10,10,True,passes_robust_filter,717.6004432874582
BENZOYLECGONINE,TOXICITY TO VARIOUS AGENTS,79,76.954,108.7019,5863.3882,1.0,0.9240506329113924,7,7,True,passes_robust_filter,717.5619330057174
ACETYLSALICYLIC ACID CARDIO,LABELLED DRUG-DRUG INTERACTION MEDICATION ERROR,67,307.1709,339.3236,19940.9529,1.0,0.1044776119402985,9,9,True,passes_robust_filter,717.0170584083774
DEXAMETHASONE,PLASMA CELL MYELOMA,1140,24.3054,24.6973,23571.2668,0.9219298245614035,0.3,46,46,True,passes_robust_filter,716.9709873086626
EFAVIRENZ,IMMUNE RECONSTITUTION INFLAMMATORY SYNDROME,81,125.448,127.3955,9574.3904,1.0,0.19753086419753085,17,17,True,passes_robust_filter,716.8289912635623
ADVATE,SOFT TISSUE HAEMORRHAGE,19,2524.858,2555.1507,38063.9873,1.0,0.0,6,6,True,passes_robust_filter,716.6721818938586
NPLATE,PLATELET COUNT ABNORMAL,161,602.1809,633.2432,87738.076,0.32919254658385094,0.0,12,12,True,passes_robust_filter,716.528067327275
KOVALTRY,ANTI FACTOR VIII ANTIBODY POSITIVE,9,7496.6906,7778.9551,55242.4098,1.0,0.0,6,6,True,passes_robust_filter,716.3447817767661
DUODOPA,HYPERKINESIA,166,128.1551,128.9467,17868.5912,0.9879518072289156,0.12650602409638553,13,13,True,passes_robust_filter,716.1149646119295
LEDIPASVIR/SOFOSBUVIR,HEPATOCELLULAR CARCINOMA,113,185.6144,192.0432,19971.9121,1.0,0.07079646017699115,12,12,True,passes_robust_filter,715.9689952814941
PUREGON FOLLITROPIN BETA,OVARIAN HYPERSTIMULATION SYNDROME,29,2982.7722,3526.6174,81305.5251,1.0,0.0,4,4,True,passes_robust_filter,715.5056940899557
DOXORUBICIN HCL,SECOND PRIMARY MALIGNANCY,69,141.3409,145.3908,9321.7123,1.0,0.2898550724637681,13,13,True,passes_robust_filter,715.0851090849916
MIRENA,CONTRAINDICATED DEVICE USED,83,654.6736,655.9298,22671.3923,0.4939759036144578,0.0,12,12,True,passes_robust_filter,714.4027262646434
LAMIVUDINE,BLOOD HIV RNA INCREASED,131,224.391,226.8702,25621.6856,1.0,0.0,11,11,True,passes_robust_filter,713.7350509998273
SYMDEKO,INFECTIVE PULMONARY EXACERBATION OF CYSTIC FIBROSIS,680,435.3405,503.2062,266366.1514,0.7970588235294118,0.0,4,4,True,passes_robust_filter,713.6923206423478
PROPECIA,POST 5-ALPHA-REDUCTASE INHIBITOR SYNDROME,25,7875.3197,7950.3418,94518.4517,0.96,0.0,3,3,True,passes_robust_filter,713.3053675794636
BEOVU,KERATIC PRECIPITATES,35,2560.8827,2598.831,67242.4728,1.0,0.0,4,4,True,passes_robust_filter,711.8686697254278
MAGNEVIST,CONTRAST MEDIA DEPOSITION,89,1136.3932,1165.3806,83558.4269,0.9775280898876404,0.0,4,4,True,passes_robust_filter,711.6299525623702
ZYTIGA,PROSTATIC SPECIFIC ANTIGEN INCREASED,414,138.0358,141.7972,50967.3866,0.4033816425120773,0.04589371980676329,24,24,True,passes_robust_filter,710.3261995818028
TENOFOVIR DISOPROXIL FUMARATE,IMMUNE RECONSTITUTION INFLAMMATORY SYNDROME,79,127.1417,129.1443,9470.4844,1.0,0.12658227848101267,20,20,True,passes_robust_filter,710.2604478710674
VENCLEXTA,ACUTE MYELOID LEUKAEMIA,157,41.8652,42.3343,6055.3175,1.0,0.7452229299363057,16,16,True,passes_robust_filter,709.1153022880703
METHYLDOPA,PREMATURE BABY,119,115.2106,122.6823,13224.7769,1.0,0.01680672268907563,23,23,True,passes_robust_filter,708.8695600959006
TACROLIMUS,IMMUNOSUPPRESSANT DRUG LEVEL INCREASED,171,73.0415,73.3536,10604.8452,0.9824561403508771,0.1111111111111111,28,28,True,passes_robust_filter,708.78965654386
HYDRALAZINE HYDROCHLORIDE,ANTI-NEUTROPHIL CYTOPLASMIC ANTIBODY POSITIVE VASCULITIS,32,1903.0934,2044.9745,56571.1647,1.0,0.09375,4,4,True,passes_robust_filter,708.7071172294648
HALOPERIDOL,NEUROLEPTIC MALIGNANT SYNDROME,173,101.9081,104.1062,16533.1694,1.0,0.028901734104046242,21,21,True,passes_robust_filter,707.8426797462857
FLUDARABINE,ADENOVIRUS INFECTION,60,118.2588,119.0123,6512.575,0.9833333333333333,0.43333333333333335,13,13,True,passes_robust_filter,707.7677916074229
ISOTRETINOIN,ACNE FULMINANS,15,2030.5655,2042.288,22669.2527,1.0,0.0,8,8,True,passes_robust_filter,707.3523480808209
PROLIA,SPINAL FRACTURE,823,45.4879,46.0404,31197.4671,0.9975698663426489,0.010935601458080195,33,33,True,passes_robust_filter,706.9104282440867
DEFIBROTIDE,VENOOCCLUSIVE DISEASE,18,666.2596,703.3329,11179.8475,1.0,0.4444444444444444,6,6,True,passes_robust_filter,705.8358544226486
GEMTUZUMAB OZOGAMICIN,VENOOCCLUSIVE DISEASE,29,804.5539,858.8734,22089.1385,1.0,0.10344827586206896,7,7,True,passes_robust_filter,705.7096816861339
OPDIVO,MALIGNANT NEOPLASM PROGRESSION,769,24.1269,25.1969,16719.6827,0.9973992197659298,0.4980494148244473,28,28,True,passes_robust_filter,705.3446426608933
DECAPEPTYL ACETATE,OVARIAN HYPERSTIMULATION SYNDROME,24,2980.2475,3526.0638,67048.8853,1.0,0.041666666666666664,4,4,True,passes_robust_filter,705.2773763389661
ADVATE,HAEMORRHAGE,243,119.3865,140.5549,28186.7467,0.9794238683127572,0.00823045267489712,14,14,True,passes_robust_filter,704.9718688359172
ETONOGESTREL IMPLANT- UNKNOWN,UNINTENDED PREGNANCY,21,948.7431,1022.4564,18699.1882,1.0,0.0,10,10,True,passes_robust_filter,704.4339975063788
COPAXONE,MULTIPLE SCLEROSIS,806,56.8504,58.5496,41129.0999,0.9392059553349876,0.0037220843672456576,25,25,True,passes_robust_filter,704.0040834645557
HUMAN IMMUNOGLOBULIN NC,DRUG INEFFECTIVE FOR UNAPPROVED INDICATION,18,151.2642,168.2752,2537.1638,0.9444444444444444,0.8333333333333334,12,12,True,passes_robust_filter,703.3283503914681
NEVIRAPINE,PATHOGEN RESISTANCE,137,146.2815,151.8103,19126.3023,1.0,0.0,16,16,True,passes_robust_filter,700.9991998452045
EMTRICITABINE/TENOFOVIR DISOPROXIL FUMARATE,FOETAL DEATH,86,441.0,455.7066,35332.3156,1.0,0.011627906976744186,7,7,True,passes_robust_filter,700.900051832551
ACTIQ,TOXICITY TO VARIOUS AGENTS,1088,65.2466,86.3009,68090.5945,1.0,0.9273897058823529,3,3,True,passes_robust_filter,700.373195193841
DUODOPA,STOMA SITE REACTION,51,227.639,228.0707,8724.8426,1.0,0.13725490196078433,13,13,True,passes_robust_filter,700.1060722216419
PROPOFOL MANUFACTURER UNKNOWN,ANAPHYLACTIC SHOCK,88,305.4316,349.3496,26142.5762,1.0,0.056818181818181816,8,8,True,passes_robust_filter,699.2180720260527
NORDAZEPAM,TOXICITY TO VARIOUS AGENTS,138,53.2527,66.6309,7038.1741,0.9927536231884058,0.644927536231884,12,12,True,passes_robust_filter,699.2142951998062
BIBF 1120,IDIOPATHIC PULMONARY FIBROSIS,33,807.9708,866.8868,25322.8074,1.0,0.5757575757575758,3,3,True,passes_robust_filter,697.9712862349145
AGGRASTAT,HAEMORRHAGE INTRACRANIAL,123,715.7379,880.0608,85177.1874,1.0,0.008130081300813009,4,4,True,passes_robust_filter,697.3835119254206
ZYKADIA,NON-SMALL CELL LUNG CANCER,20,312.7151,317.3093,5787.3702,1.0,0.5,9,9,True,passes_robust_filter,696.7226641283206
NEXAVAR,ALPHA 1 FOETOPROTEIN INCREASED,28,399.4879,400.4828,8832.3331,0.9642857142857143,0.10714285714285714,13,13,True,passes_robust_filter,695.5436086061848
BUPIVACAINE,MATERNAL EXPOSURE DURING DELIVERY,22,959.9044,970.6566,18442.5362,0.9545454545454546,0.0,10,10,True,passes_robust_filter,694.2722896331098
HEPSERA,FANCONI SYNDROME ACQUIRED,30,1322.4725,1375.261,36498.0304,1.0,0.0,6,6,True,passes_robust_filter,694.2661445087986
LAMIVUDINE AND ZIDOVUDINE,VIRAL MUTATION IDENTIFIED,39,570.2583,616.4144,21296.7204,1.0,0.0,9,9,True,passes_robust_filter,692.9084875461184
OPTIMARK,GADOLINIUM DEPOSITION DISEASE,149,1204.4385,1272.4888,153326.3753,0.9664429530201343,0.0,3,3,True,passes_robust_filter,692.8417462379443
TYSABRI,MULTIPLE SCLEROSIS RELAPSE,1308,51.0962,53.2486,59607.0384,0.6062691131498471,0.009174311926605505,42,42,True,passes_robust_filter,692.3420639798562
ZOLEDRONIC ACID,OSTEONECROSIS OF JAW,160,79.6597,82.2048,12117.7232,1.0,0.03125,29,29,True,passes_robust_filter,691.907756368397
DARZALEX,PLASMA CELL MYELOMA,207,36.0361,36.9736,6926.3029,0.9371980676328503,0.5120772946859904,27,27,True,passes_robust_filter,691.8755124385187
TASIGNA,CYTOGENETIC ANALYSIS ABNORMAL,77,186.2539,187.2623,12424.9083,0.9090909090909091,0.06493506493506493,16,16,True,passes_robust_filter,689.7711468826662
ELOCON,STEROID WITHDRAWAL SYNDROME,21,1488.424,1545.8429,28593.4283,1.0,0.0,7,7,True,passes_robust_filter,689.7646352069129
VELCADE,PLASMA CELL MYELOMA,360,38.7618,39.8398,12904.3226,0.9305555555555556,0.25,33,33,True,passes_robust_filter,689.5873658871261
BLINATUMOMAB,CYTOKINE RELEASE SYNDROME,46,192.4311,200.6149,8483.7214,1.0,0.391304347826087,9,9,True,passes_robust_filter,689.1817378104378
DACLATASVIR,HEPATITIS C,70,199.147,208.183,13400.9043,1.0,0.02857142857142857,15,15,True,passes_robust_filter,688.3875582451005
STAVUDINE,VIRAL MUTATION IDENTIFIED,56,338.1467,353.7373,18119.1088,1.0,0.0,11,11,True,passes_robust_filter,687.3723626664975
ELOCTATE,FACTOR VIII INHIBITION,21,1582.2727,1617.0806,29446.3253,1.0,0.047619047619047616,6,6,True,passes_robust_filter,686.0439328438242
TACROLIMUS,TRANSPLANTATION ASSOCIATED FOOD ALLERGY,40,3502.5749,3506.1121,17809.1794,1.0,0.0,3,3,True,passes_robust_filter,685.9226361953445
RANIBIZUMAB,RETINAL PIGMENT EPITHELIAL TEAR,13,2680.5021,2716.0828,28553.4661,1.0,0.0,7,7,True,passes_robust_filter,685.1078314126713
GEFITINIB,MALIGNANT NEOPLASM PROGRESSION,173,69.0543,79.0827,11505.2262,1.0,0.12138728323699421,23,23,True,passes_robust_filter,684.8711148282466
TACROLIMUS,LIVER TRANSPLANT REJECTION,86,96.9597,97.1683,6814.2154,1.0,0.19767441860465115,20,20,True,passes_robust_filter,684.8473648837521
VOTRIENT,RENAL CELL CARCINOMA,59,95.7673,96.2537,5164.749,1.0,0.4406779661016949,15,15,True,passes_robust_filter,684.5637488965658
GILENYA,TUMEFACTIVE MULTIPLE SCLEROSIS,34,318.275,318.4644,5576.3065,0.9705882352941176,0.058823529411764705,15,15,True,passes_robust_filter,684.4613080437608
RECOMBINATE,HAEMARTHROSIS,58,2010.0965,2497.6597,111296.0137,1.0,0.017241379310344827,3,3,True,passes_robust_filter,684.3688535689724
KYPROLIS,PLASMA CELL MYELOMA,244,68.38,71.8758,15887.1556,0.9713114754098361,0.22131147540983606,16,16,True,passes_robust_filter,684.1052491513395
NEXPLANON,GENERAL ANAESTHESIA,49,840.9242,842.1127,16779.3706,0.9795918367346939,0.0,6,6,True,passes_robust_filter,683.8407277625314
METHYLDOPA,FOETAL EXPOSURE DURING PREGNANCY,191,70.9294,78.5748,13030.8499,1.0,0.041884816753926704,27,27,True,passes_robust_filter,683.1443633041937
JAKAVI,BLAST CELL COUNT INCREASED,40,213.6644,214.4276,7406.583,1.0,0.15,15,15,True,passes_robust_filter,683.1108858613586
IBRUTINIB,CHRONIC LYMPHOCYTIC LEUKAEMIA,43,93.471,94.1383,3741.4459,1.0,0.6976744186046512,12,12,True,passes_robust_filter,682.8172916563758
CLOFAZIMINE,TYPE 2 LEPRA REACTION,29,1306.2148,1319.5898,30982.2511,1.0,0.0,6,6,True,passes_robust_filter,682.5323986561061
FERINJECT,INFUSION SITE DISCOLOURATION,27,552.2451,555.6518,12818.7603,1.0,0.0,12,12,True,passes_robust_filter,682.5260754370616
RIFAMPIN,PARADOXICAL DRUG REACTION,65,431.5283,444.4243,26277.685,1.0,0.0,8,8,True,passes_robust_filter,681.5641609903151
EXTRANEAL,PERITONEAL CLOUDY EFFLUENT,18,858.3097,861.0347,11807.7848,1.0,0.05555555555555555,10,10,True,passes_robust_filter,680.6804146221599
ZYTIGA,PROSTATE CANCER METASTATIC,68,85.2598,85.6311,5246.2822,1.0,0.36764705882352944,18,18,True,passes_robust_filter,678.176598061798
BRIDION,RECURRENCE OF NEUROMUSCULAR BLOCKADE,12,5320.0508,5391.5274,47619.288,1.0,0.0,5,5,True,passes_robust_filter,677.6101389012916
ANTITHYMOCYTE IMMUNOGLOBULIN,ADENOVIRUS INFECTION,33,239.6018,242.8038,7393.0182,1.0,0.24242424242424243,12,12,True,passes_robust_filter,677.3458656999422
IMPLANON,GENERAL ANAESTHESIA,15,1450.7528,1457.7429,16679.6004,1.0,0.0,9,9,True,passes_robust_filter,677.2409293004041
CLOZARIL,SCHIZOPHRENIA,582,172.882,178.4887,86143.2683,1.0,0.020618556701030927,6,6,True,passes_robust_filter,677.2076920317668
TACROLIMUS,RENAL TRANSPLANT FAILURE,76,112.7948,113.0096,6840.9376,1.0,0.15789473684210525,19,19,True,passes_robust_filter,675.7323426432232
BEOVU,VITREOUS OPACITIES,41,1950.7489,1984.6936,63691.7515,0.9512195121951219,0.0,4,4,True,passes_robust_filter,675.3106460871526
PRILOCAINE AND LIDOCAINE,METHAEMOGLOBINAEMIA,13,4378.0839,4983.4253,51442.658,1.0,0.0,5,5,True,passes_robust_filter,675.1153753731107
NIRAPARIB,RECURRENT CANCER,137,372.4741,380.4912,45157.9814,1.0,0.0,6,6,True,passes_robust_filter,675.1084626024777
IMATINIB,CHRONIC MYELOID LEUKAEMIA RECURRENT,33,345.1116,346.2314,9398.7887,1.0,0.09090909090909091,12,12,True,passes_robust_filter,674.9858250741585
DARATUMUMAB,PLASMA CELL MYELOMA,126,46.3213,47.9005,5500.323,0.9603174603174603,0.42857142857142855,26,26,True,passes_robust_filter,674.8628244126675
VEDOLIZUMAB,COLITIS ULCERATIVE,212,89.5743,93.0439,18051.6119,0.9952830188679245,0.02830188679245283,19,19,True,passes_robust_filter,674.7595438976186
ENZALUTAMIDE,PROSTATIC SPECIFIC ANTIGEN INCREASED,142,84.3293,85.8061,11241.0879,0.9436619718309859,0.2112676056338028,17,17,True,passes_robust_filter,673.671402173266
