drug_name,reaction_term,case_count,prr,ror,prr_chi_square,serious_ratio,death_ratio,countries_count,source_proxy_count,passes_robust_filter,artifact_reason,robust_signal_score
DABIGATRAN,PROCOAGULANT THERAPY,213,8319.283,8396.3611,171845.4257,0.9953051643192489,0.004694835680751174,33,33,True,passes_robust_filter,3093.8642923945777
XOFIGO,HORMONE-REFRACTORY PROSTATE CANCER,193,7460.9431,7989.4926,700920.2991,1.0,0.27461139896373055,15,15,True,passes_robust_filter,2983.600606732994
NEXAVAR,HEPATOCELLULAR CARCINOMA,676,389.5065,414.3603,216211.3472,1.0,0.25443786982248523,47,47,True,passes_robust_filter,2277.5165882218
OFEV,IDIOPATHIC PULMONARY FIBROSIS,357,324.4568,331.8349,91907.7826,0.9803921568627451,0.5714285714285714,38,38,True,passes_robust_filter,2260.7244656623056
ZYPADHERA,POST-INJECTION DELIRIUM SEDATION SYNDROME,203,3687.3906,4024.4794,521243.3214,0.9950738916256158,0.0,21,21,True,passes_robust_filter,2235.7333863638146
MIRENA,GENITAL HAEMORRHAGE,1610,647.155,672.124,442721.2474,1.0,0.0,35,35,True,passes_robust_filter,2231.3021671436472
JADELLE,PREGNANCY WITH IMPLANT CONTRACEPTIVE,97,3464.0925,4231.033,305271.1118,1.0,0.0,30,30,True,passes_robust_filter,2143.1774749053766
JAKAVI,MYELOFIBROSIS,178,393.6316,399.9805,57236.4709,1.0,0.5674157303370787,37,37,True,passes_robust_filter,2119.5268738527934
ADVATE,HAEMARTHROSIS,266,1904.4009,2283.3714,439864.2138,0.9962406015037594,0.0037593984962406013,19,19,True,passes_robust_filter,1958.9792098986272
JAKAVI,PRIMARY MYELOFIBROSIS,68,1039.0744,1045.4235,44617.9384,1.0,0.75,14,14,True,passes_robust_filter,1938.5069727250236
BCG FOR IMMUNOTHERAPY,DISSEMINATED BACILLUS CALMETTE-GUERIN INFECTION,42,7700.4123,8228.8033,254300.0122,1.0,0.2619047619047619,11,11,True,passes_robust_filter,1903.1191271053335
SYNAGIS,RESPIRATORY SYNCYTIAL VIRUS INFECTION,544,1065.8389,1178.6036,447753.603,0.8382352941176471,0.03308823529411765,23,23,True,passes_robust_filter,1880.6247397053876
IMFINZI,RADIATION PNEUMONITIS,281,1821.6455,1963.3634,380306.7338,0.8932384341637011,0.1103202846975089,14,14,True,passes_robust_filter,1838.7651564120888
BLINATUMOMAB,ACUTE LYMPHOCYTIC LEUKAEMIA RECURRENT,62,1399.1155,1480.892,79267.9398,1.0,0.3548387096774194,19,19,True,passes_robust_filter,1778.826042433038
HEPARIN MANUFACTURER UNKNOWN,HEPARIN-INDUCED THROMBOCYTOPENIA,36,2076.0171,2320.9372,70225.0641,1.0,0.5555555555555556,13,13,True,passes_robust_filter,1755.1378993157864
LAMIVUDINE,VIRAL MUTATION IDENTIFIED,629,510.1987,538.5275,247049.3908,1.0,0.0,30,30,True,passes_robust_filter,1736.8309649426822
IMPLANON,PREGNANCY WITH IMPLANT CONTRACEPTIVE,175,1151.7318,1219.9724,170619.2329,0.9428571428571428,0.0,29,29,True,passes_robust_filter,1711.9740182477094
YESCARTA,CYTOKINE RELEASE SYNDROME,795,988.9566,1198.8512,645061.1741,0.9886792452830189,0.09433962264150944,10,10,True,passes_robust_filter,1705.5158204780607
IMPLANON NXT,PREGNANCY WITH IMPLANT CONTRACEPTIVE,87,2366.5693,2704.5078,188489.5543,1.0,0.0,21,21,True,passes_robust_filter,1699.6085573095008
ANTIHEMOPHILIC FACTOR RECOMBINANT FC FUSION PROTEIN,FACTOR VIII INHIBITION,21,30855.686,53198.7345,574936.1216,1.0,0.0,9,9,True,passes_robust_filter,1601.21933222374
GONAL-F,OVARIAN HYPERSTIMULATION SYNDROME,101,2972.418,3470.1182,269984.9431,1.0,0.0,13,13,True,passes_robust_filter,1591.538020004606
LAMIVUDINE,VIROLOGIC FAILURE,557,341.5837,358.2567,157958.0165,1.0,0.010771992818671455,32,32,True,passes_robust_filter,1535.1940125459244
BLINATUMOMAB,B PRECURSOR TYPE ACUTE LEUKAEMIA,24,6030.7122,6162.5092,104749.6727,1.0,0.75,5,5,True,passes_robust_filter,1533.364056734985
JAYDESS,ECTOPIC PREGNANCY WITH CONTRACEPTIVE DEVICE,71,2548.1288,2700.1004,154453.5539,1.0,0.0,17,17,True,passes_robust_filter,1532.1602040102985
ACTILYSE,HAEMORRHAGIC TRANSFORMATION STROKE,49,868.2703,892.4985,38683.0735,1.0,0.46938775510204084,17,17,True,passes_robust_filter,1528.1232332363109
IMPLANON NXT,UNINTENDED PREGNANCY,85,1673.0179,1905.6227,132959.6427,1.0,0.0,20,20,True,passes_robust_filter,1520.674421392416
ORGALUTRAN,OVARIAN HYPERSTIMULATION SYNDROME,111,5452.7382,7373.827,539553.5814,1.0,0.009009009009009009,7,7,True,passes_robust_filter,1517.236064376517
BORTEZOMIB,PLASMA CELL MYELOMA,856,170.3745,193.0142,136004.1444,0.9988317757009346,0.13200934579439252,38,38,True,passes_robust_filter,1517.0950009687592
OVITRELLE,OVARIAN HYPERSTIMULATION SYNDROME,156,4099.2984,5042.2697,545699.1403,1.0,0.0,7,7,True,passes_robust_filter,1491.4270063850915
VIAGRA,ERECTION INCREASED,499,4463.2718,4748.7794,800416.2455,0.4529058116232465,0.0,9,9,True,passes_robust_filter,1479.1646642441847
OSIMERTINIB,ACQUIRED GENE MUTATION,97,1485.0234,1567.4219,125858.6935,1.0,0.13402061855670103,13,13,True,passes_robust_filter,1474.8161266959805
GLIVEC,CHRONIC MYELOID LEUKAEMIA,98,168.5135,170.2821,15014.8102,1.0,0.6938775510204082,33,33,True,passes_robust_filter,1449.2522503121493
ATRA,ACUTE PROMYELOCYTIC LEUKAEMIA DIFFERENTIATION SYNDROME,15,9168.0865,9750.7403,115715.1379,1.0,0.4,8,8,True,passes_robust_filter,1429.4616182981833
SYNAGIS,RESPIRATORY SYNCYTIAL VIRUS TEST POSITIVE,59,3233.2512,3267.172,99662.7913,0.7457627118644068,0.06779661016949153,16,16,True,passes_robust_filter,1427.199126569007
EYLEA,ENDOPHTHALMITIS,412,364.341,373.9746,116469.2979,0.9830097087378641,0.0024271844660194173,29,29,True,passes_robust_filter,1424.299723853839
GLIVEC,BLAST CRISIS IN MYELOGENOUS LEUKAEMIA,40,369.0202,370.5963,12277.4758,1.0,0.85,18,18,True,passes_robust_filter,1415.8128326185156
MIRENA,DEVICE DISLOCATION,2646,161.1126,171.5403,315451.232,0.9931972789115646,0.0007558578987150416,30,30,True,passes_robust_filter,1414.8225194658203
ALL-TRANS RETINOIC ACID ATRA,ACUTE PROMYELOCYTIC LEUKAEMIA DIFFERENTIATION SYNDROME,9,15932.3428,17869.9385,120262.8784,1.0,0.5555555555555556,7,7,True,passes_robust_filter,1411.2546206748464
JARDIANCE,DIABETIC KETOACIDOSIS,1052,136.4292,144.1563,125363.1836,0.9980988593155894,0.021863117870722433,55,55,True,passes_robust_filter,1401.7543901887414
KYLEENA,ECTOPIC PREGNANCY WITH CONTRACEPTIVE DEVICE,138,1226.6184,1255.6895,124256.6291,1.0,0.007246376811594203,15,15,True,passes_robust_filter,1398.954996922712
TENOFOVIR DISOPROXIL FUMARATE,VIRAL MUTATION IDENTIFIED,299,496.705,527.8689,131600.8054,1.0,0.0,22,22,True,passes_robust_filter,1392.8678529519686
BLINCYTO,ACUTE LYMPHOCYTIC LEUKAEMIA RECURRENT,67,692.3536,711.67,42121.0705,1.0,0.22388059701492538,22,22,True,passes_robust_filter,1391.6093119747834
RIBAVIRIN,HEPATITIS C,473,250.8295,264.0078,105496.6586,0.9873150105708245,0.014799154334038054,36,36,True,passes_robust_filter,1384.2459605417887
SOVALDI,HEPATITIS C,228,516.2038,579.3238,111012.069,0.9868421052631579,0.013157894736842105,23,23,True,passes_robust_filter,1382.3239452831115
DEFITELIO,VENOOCCLUSIVE DISEASE,152,951.5001,1022.2523,130343.6689,1.0,0.23684210526315788,9,9,True,passes_robust_filter,1362.109264537888
DIANEAL,DEATH,1089,48.2105,112.3956,50688.3093,1.0,1.0,13,13,True,passes_robust_filter,1360.8282903509794
CARBON DIOXIDE,AIR EMBOLISM,16,46833.4568,61819.843,612470.3174,1.0,0.125,5,5,True,passes_robust_filter,1355.129343568272
EYLEA,NON-INFECTIOUS ENDOPHTHALMITIS,170,1014.5887,1025.5076,96343.4339,0.9705882352941176,0.0,15,15,True,passes_robust_filter,1348.5654788301395
TASIGNA,CHRONIC MYELOID LEUKAEMIA,150,177.1768,179.0545,23288.2488,1.0,0.49333333333333335,27,27,True,passes_robust_filter,1343.968914434714
INVOKANA,TOE AMPUTATION,1723,1583.1479,1753.3553,1160186.578,0.9994196169471852,0.0075449796865931515,4,4,True,passes_robust_filter,1329.8114803741348
XIAFLEX,FRACTURE OF PENIS,88,13627.1108,13955.2711,344156.2187,1.0,0.0,4,4,True,passes_robust_filter,1312.7034743208444
LAMIVUDINE,PATHOGEN RESISTANCE,590,215.8803,227.0552,112152.0662,1.0,0.005084745762711864,32,32,True,passes_robust_filter,1310.109896806406
BCG LIVE,DISSEMINATED BACILLUS CALMETTE-GUERIN INFECTION,17,10127.0933,11209.7573,149389.1321,1.0,0.058823529411764705,11,11,True,passes_robust_filter,1308.0500292970312
CUROSURF,NEONATAL RESPIRATORY FAILURE,11,5183.0199,5346.35,47664.5608,1.0,1.0,5,5,True,passes_robust_filter,1307.654624948825
SURVANTA,PULMONARY HAEMORRHAGE,24,1644.408,2046.8753,37436.1213,1.0,0.8333333333333334,6,6,True,passes_robust_filter,1296.8262413974337
SODIUM IODIDE I 131,ENDOCRINE OPHTHALMOPATHY,26,30910.0059,39741.1505,658809.1289,1.0,0.0,5,5,True,passes_robust_filter,1293.1568915149528
RIBAVIRIN,HEPATOCELLULAR CARCINOMA,317,195.7292,202.4956,56247.2196,0.9968454258675079,0.15141955835962145,31,31,True,passes_robust_filter,1289.3803435147943
MIRENA,PREGNANCY WITH CONTRACEPTIVE DEVICE,614,239.2093,242.6378,97132.4032,0.993485342019544,0.003257328990228013,27,27,True,passes_robust_filter,1289.2237866655905
AVEED,PULMONARY OIL MICROEMBOLISM,24,22236.6501,22895.4842,270861.8646,0.9166666666666666,0.0,7,7,True,passes_robust_filter,1289.1126986152694
IMATINIB,BLAST CRISIS IN MYELOGENOUS LEUKAEMIA,55,498.8339,501.5398,21579.0034,1.0,0.38181818181818183,19,19,True,passes_robust_filter,1288.0891874571043
GLIVEC,GASTROINTESTINAL STROMAL TUMOUR,60,210.7438,212.094,11250.0082,1.0,0.6333333333333333,27,27,True,passes_robust_filter,1284.889819361031
SYNAGIS,BRONCHIOLITIS,189,658.3903,681.0135,104644.2326,0.9312169312169312,0.015873015873015872,18,18,True,passes_robust_filter,1284.5300065827407
EFAVIRENZ,VIRAL MUTATION IDENTIFIED,264,415.8471,437.7817,98529.9401,1.0,0.0,22,22,True,passes_robust_filter,1284.2561431281842
HEROIN,DRUG ABUSE,678,105.1713,124.3325,68451.9295,0.995575221238938,0.7595870206489675,11,11,True,passes_robust_filter,1283.466128417305
AXICABTAGENE CILOLEUCEL,IMMUNE EFFECTOR CELL-ASSOCIATED NEUROTOXICITY SYNDROME,57,3715.671,3923.8679,174589.5843,1.0,0.19298245614035087,6,6,True,passes_robust_filter,1282.435489502117
PENICILLIN G BENZATHINE,EMBOLIA CUTIS MEDICAMENTOSA,23,14310.9832,16149.6961,276627.0573,1.0,0.043478260869565216,7,7,True,passes_robust_filter,1278.7698298814319
NITROUS OXIDE,SUBACUTE COMBINED CORD DEGENERATION,21,29205.4175,30308.4621,323293.7158,1.0,0.0,6,6,True,passes_robust_filter,1276.4038045126201
IXAZOMIB,PLASMA CELL MYELOMA,447,139.7552,155.0772,59688.5746,0.9977628635346756,0.2841163310961969,25,25,True,passes_robust_filter,1275.1351110993012
IMPLANON,UNINTENDED PREGNANCY,118,528.5024,549.1957,57084.9732,1.0,0.0,28,28,True,passes_robust_filter,1273.824144039989
GEFITINIB,ACQUIRED GENE MUTATION,65,1305.7759,1371.9307,76960.7294,1.0,0.1076923076923077,13,13,True,passes_robust_filter,1269.8059489835703
KYMRIAH,CYTOKINE RELEASE SYNDROME,253,413.0616,450.8065,97772.9318,0.9960474308300395,0.2490118577075099,11,11,True,passes_robust_filter,1264.2189272381725
XGEVA,BONE GIANT CELL TUMOUR,59,1876.9408,1884.9114,48220.6067,1.0,0.05084745762711865,12,12,True,passes_robust_filter,1254.8191467930453
MIRENA,UTERINE PERFORATION,452,385.599,389.6586,96041.6284,0.9889380530973452,0.0,17,17,True,passes_robust_filter,1249.9924795391369
ISTODAX,ANGIOIMMUNOBLASTIC T-CELL LYMPHOMA,14,9653.514,10034.1766,107318.7656,0.9285714285714286,0.7142857142857143,4,4,True,passes_robust_filter,1236.962744941637
VOTRIENT,METASTATIC RENAL CELL CARCINOMA,52,417.1486,419.0302,17198.9044,1.0,0.5769230769230769,14,14,True,passes_robust_filter,1236.2820703822895
SOFOSBUVIR,HEPATOCELLULAR CARCINOMA,224,345.9892,368.3561,72311.5276,1.0,0.09375,19,19,True,passes_robust_filter,1227.3207470843731
TENOFOVIR DISOPROXIL FUMARATE,VIROLOGIC FAILURE,265,348.1423,367.3475,84285.5006,1.0,0.018867924528301886,21,21,True,passes_robust_filter,1216.8513218792173
SYNAGIS,RESPIRATORY SYNCYTIAL VIRUS BRONCHIOLITIS,54,1709.2202,1725.6133,61746.0429,0.9814814814814815,0.07407407407407407,12,12,True,passes_robust_filter,1214.6503274287443
BRIGATINIB,NON-SMALL CELL LUNG CANCER,52,1004.1897,1051.5701,48430.2235,1.0,0.17307692307692307,14,14,True,passes_robust_filter,1213.5121170818495
PANITUMUMAB,COLORECTAL CANCER METASTATIC,39,573.5514,580.5142,19942.3547,1.0,0.38461538461538464,17,17,True,passes_robust_filter,1194.175709129965
GLIVEC,CYTOGENETIC ANALYSIS ABNORMAL,88,328.8311,331.9358,24771.5932,1.0,0.3181818181818182,19,19,True,passes_robust_filter,1193.8981684768296
HEPARIN,HEPARIN-INDUCED THROMBOCYTOPENIA,202,342.8497,347.9558,55898.0862,0.9851485148514851,0.10396039603960396,19,19,True,passes_robust_filter,1193.6112746809724
DUODOPA,STOMA SITE DISCHARGE,305,214.5639,217.0195,50635.2056,0.980327868852459,0.07868852459016394,28,28,True,passes_robust_filter,1192.0295324114452
GLIVEC,DEATH,1955,17.4934,21.8361,30513.9388,1.0,1.0,72,72,True,passes_robust_filter,1187.0483156965647
EFAVIRENZ,VIROLOGIC FAILURE,244,306.1864,321.0408,68633.2136,1.0,0.0,25,25,True,passes_robust_filter,1185.6197635374938
BRENTUXIMAB VEDOTIN,HODGKIN^S DISEASE,51,513.9789,533.1591,24739.9531,1.0,0.27450980392156865,19,19,True,passes_robust_filter,1183.2847362945035
FIRAZYR,HEREDITARY ANGIOEDEMA,372,1286.0036,1617.2727,428508.4007,0.5,0.008064516129032258,11,11,True,passes_robust_filter,1180.3030268805408
ZYKADIA,NON-SMALL CELL LUNG CANCER STAGE IV,30,4058.3166,4148.68,92807.4163,1.0,0.5333333333333333,4,4,True,passes_robust_filter,1173.1734070227546
ALCOHOL,COMPLETED SUICIDE,371,108.3299,120.8517,38670.1201,1.0,1.0,8,8,True,passes_robust_filter,1172.8628492531045
XGEVA,OSTEONECROSIS OF JAW,729,142.7067,150.5233,93550.774,0.9958847736625515,0.023319615912208505,31,31,True,passes_robust_filter,1164.0675731742617
JARDIANCE,KETOACIDOSIS,407,197.1437,201.327,66906.4354,0.8943488943488943,0.007371007371007371,36,36,True,passes_robust_filter,1163.7731713424275
ADCETRIS,HODGKIN^S DISEASE,71,365.9368,375.4139,24283.0565,0.971830985915493,0.30985915492957744,19,19,True,passes_robust_filter,1162.804869643462
SPINRAZA,SPINAL MUSCULAR ATROPHY,26,1799.5329,1810.7737,33027.7934,0.8461538461538461,0.5,8,8,True,passes_robust_filter,1159.0424490225348
COCAINE,DRUG ABUSE,544,88.1833,101.3067,46063.8183,0.9981617647058824,0.7205882352941176,12,12,True,passes_robust_filter,1155.1885120590737
NEXPLANON,PREGNANCY WITH IMPLANT CONTRACEPTIVE,506,444.9986,451.5731,128515.8182,0.9960474308300395,0.0,11,11,True,passes_robust_filter,1152.4188426949115
VILDAGLIPTIN,PEMPHIGOID,155,872.8597,1021.5267,128419.7598,1.0,0.0064516129032258064,10,10,True,passes_robust_filter,1144.0454480786832
METHAMPHETAMINE,DRUG ABUSE,317,125.8952,154.8366,38816.9842,1.0,0.8422712933753943,8,8,True,passes_robust_filter,1140.6985839566821
JARDIANCE,EUGLYCAEMIC DIABETIC KETOACIDOSIS,277,203.7525,206.6756,46777.1909,1.0,0.0036101083032490976,34,34,True,passes_robust_filter,1140.4458587757222
DUODOPA,ON AND OFF PHENOMENON,394,175.9634,178.5711,55745.6273,0.9720812182741116,0.12944162436548223,23,23,True,passes_robust_filter,1138.8821665406367
REVLIMID,PLASMA CELL MYELOMA,2301,36.981,37.833,68450.4169,0.8857018687527162,0.5680139069969579,37,37,True,passes_robust_filter,1132.5150421243857
VENCLYXTO,RICHTER^S SYNDROME,23,780.8076,791.2778,16095.7595,1.0,0.6086956521739131,11,11,True,passes_robust_filter,1129.7955984208431
MIRENA,DEVICE EXPULSION,5522,286.1482,327.857,984443.4072,0.12839550887359652,0.0,33,33,True,passes_robust_filter,1124.7196624815301
HAEGARDA,HEREDITARY ANGIOEDEMA,958,1942.0454,2606.3974,1375761.9117,0.9812108559498957,0.0,3,3,True,passes_robust_filter,1123.19262667059
ZOLEDRONATE,OSTEONECROSIS OF JAW,136,297.9437,337.4974,39318.7512,1.0,0.029411764705882353,27,27,True,passes_robust_filter,1120.64579872474
OZURDEX,CORNEAL DECOMPENSATION,11,28683.3531,28962.0685,111791.2342,1.0,0.09090909090909091,6,6,True,passes_robust_filter,1112.5069115776346
ELOCTA,FACTOR VIII INHIBITION,23,7770.2564,8681.9549,158093.3822,0.9565217391304348,0.0,8,8,True,passes_robust_filter,1109.9553746510007
BERINERT,HEREDITARY ANGIOEDEMA,194,740.17,845.0705,135014.9472,0.9690721649484536,0.0,10,10,True,passes_robust_filter,1109.0048878323234
INVOKANA,DIABETIC FOOT INFECTION,682,2385.3486,2480.6834,535731.1237,1.0,0.007331378299120235,3,3,True,passes_robust_filter,1108.158690319858
AMPHETAMINE SULFATE,DRUG ABUSE,170,175.5568,238.0298,29217.0947,1.0,0.9529411764705882,6,6,True,passes_robust_filter,1107.2663766840456
FORXIGA,KETOACIDOSIS,151,299.7324,310.6971,42086.2508,1.0,0.006622516556291391,27,27,True,passes_robust_filter,1104.2864955166024
COPAXONE,IMMEDIATE POST-INJECTION REACTION,160,660.1675,664.0538,56116.5462,0.74375,0.0,18,18,True,passes_robust_filter,1101.254852069781
HUMAN IMMUNOGLOBULIN,DRUG INEFFECTIVE FOR UNAPPROVED INDICATION,47,165.6105,186.1869,7506.1137,1.0,0.9148936170212766,15,15,True,passes_robust_filter,1100.2314473711065
FORXIGA,DIABETIC KETOACIDOSIS,258,139.5728,148.4951,34391.5049,1.0,0.031007751937984496,47,47,True,passes_robust_filter,1098.4873823813857
ZAVESCA,NIEMANN-PICK DISEASE,6,48899.6695,49479.4957,112056.3018,1.0,0.5,4,4,True,passes_robust_filter,1096.584929971371
BRENTUXIMAB VEDOTIN-MPI,HODGKIN^S DISEASE,47,666.4249,699.1393,29619.3969,1.0,0.1702127659574468,16,16,True,passes_robust_filter,1093.6748008705408
IRESSA,MALIGNANT NEOPLASM PROGRESSION,729,88.5909,105.5778,61982.0206,1.0,0.1111111111111111,34,34,True,passes_robust_filter,1093.2565802039162
EXTRANEAL,DEATH,1621,23.9212,33.0727,35778.2121,1.0,1.0,25,25,True,passes_robust_filter,1092.9978297511473
NOVORAPID,PRODUCT LEAKAGE,168,401.4185,408.2941,55982.0243,1.0,0.0,18,18,True,passes_robust_filter,1089.6971772641125
NEVIRAPINE,VIRAL MUTATION IDENTIFIED,184,395.1991,415.6136,67206.9525,1.0,0.0,17,17,True,passes_robust_filter,1088.922502397399
BLINATUMOMAB,LEUKAEMIC INFILTRATION EXTRAMEDULLARY,12,4057.0246,4100.8735,36684.7778,1.0,0.3333333333333333,9,9,True,passes_robust_filter,1088.59122026446
IRESSA,DRUG RESISTANCE,664,268.9987,315.534,167434.3873,0.9864457831325302,0.04969879518072289,11,11,True,passes_robust_filter,1085.8875936528798
IPILIMUMAB,IMMUNE-MEDIATED ENTEROCOLITIS,136,555.409,562.8156,58609.6186,1.0,0.04411764705882353,13,13,True,passes_robust_filter,1085.7753751265302
RANIBIZUMAB,SUBRETINAL FLUID,26,2924.1841,3002.862,64161.4903,1.0,0.0,12,12,True,passes_robust_filter,1080.5459617971142
GLIVEC,CHRONIC MYELOID LEUKAEMIA TRANSFORMATION,21,457.7478,458.7727,7562.3505,1.0,0.7142857142857143,14,14,True,passes_robust_filter,1078.3046155818497
DABIGATRAN,ISCHAEMIC STROKE,614,78.0049,80.0982,42890.622,1.0,0.09771986970684039,52,52,True,passes_robust_filter,1075.0919499096753
MIRENA,EMBEDDED DEVICE,655,178.6567,181.387,84261.6188,0.983206106870229,0.0,21,21,True,passes_robust_filter,1074.5599141586133
YESCARTA,NEUROTOXICITY,532,376.4791,426.3554,183860.669,0.9624060150375939,0.10150375939849623,8,8,True,passes_robust_filter,1073.7087031133008
IMATINIB,GASTROINTESTINAL STROMAL TUMOUR,88,298.146,300.7386,22493.7418,1.0,0.17045454545454544,22,22,True,passes_robust_filter,1072.3919400442328
CLOZAPINE ACCORD,NEUTROPHILIA,121,4068.6768,5845.532,452896.8081,0.9752066115702479,0.12396694214876033,3,3,True,passes_robust_filter,1067.3252885023542
INOTUZUMAB,ACUTE LYMPHOCYTIC LEUKAEMIA RECURRENT,10,2617.3265,2940.3298,23336.9633,1.0,0.7,7,7,True,passes_robust_filter,1065.6374575759214
AXICABTAGENE CILOLEUCEL,CYTOKINE RELEASE SYNDROME,120,533.3092,600.2664,61549.9471,0.9166666666666666,0.15,11,11,True,passes_robust_filter,1061.7259097286687
ZIDOVUDINE,VIRAL MUTATION IDENTIFIED,164,313.7012,326.522,47819.5894,1.0,0.0,21,21,True,passes_robust_filter,1051.4697882438113
DIANEAL PD-2 PERITONEAL DIALYSIS SOLUTION WITH DEXTROSE,DEATH,769,54.5062,154.863,40702.5719,1.0,1.0,6,6,True,passes_robust_filter,1049.105729263391
DARUNAVIR RITONAVIR,VIROLOGIC FAILURE,66,824.5602,949.802,52441.0643,1.0,0.0,14,14,True,passes_robust_filter,1048.791569061097
YOSPRALA,ASPIRIN-EXACERBATED RESPIRATORY DISEASE,24,43328.0886,58848.2397,838500.5971,1.0,0.0,3,3,True,passes_robust_filter,1046.4832606197867
NILOTINIB,CYTOGENETIC ANALYSIS ABNORMAL,63,875.2449,898.5927,49151.024,1.0,0.06349206349206349,12,12,True,passes_robust_filter,1045.6909985344344
ATO ARSENIC TRIOXIDE,ACUTE PROMYELOCYTIC LEUKAEMIA DIFFERENTIATION SYNDROME,7,12074.2402,13171.8074,69486.3385,1.0,0.5714285714285714,5,5,True,passes_robust_filter,1044.0172212385835
METFORMIN HYDROCHLORIDE EXTENDED-RELEASE,LACTIC ACIDOSIS,54,276.602,341.0284,14509.5682,1.0,0.3888888888888889,16,16,True,passes_robust_filter,1035.3315730050892
ALPROLIX,FACTOR IX INHIBITION,14,14388.7386,14682.3659,126307.4533,1.0,0.0,7,7,True,passes_robust_filter,1034.5706089797739
ETONOGESTREL IMPLANT- UNKNOWN,PREGNANCY WITH IMPLANT CONTRACEPTIVE,35,2174.5454,2471.7098,71710.3499,1.0,0.0,10,10,True,passes_robust_filter,1031.899620740977
SPRAVATO,DISSOCIATION,262,1541.5798,1701.6877,333313.8641,0.6297709923664122,0.0,7,7,True,passes_robust_filter,1031.4185560373796
TAFINLAR,METASTATIC MALIGNANT MELANOMA,93,198.3474,200.2271,16516.4004,1.0,0.3978494623655914,17,17,True,passes_robust_filter,1031.1552718250803
GEFITINIB,EGFR GENE MUTATION,29,2626.7065,2684.48,62854.4488,1.0,0.1724137931034483,7,7,True,passes_robust_filter,1031.0114174047758
DARUNAVIR RITONAVIR,VIRAL MUTATION IDENTIFIED,60,919.4508,1044.6941,52972.4699,1.0,0.0,13,13,True,passes_robust_filter,1029.541729028116
CLOZAPINE,NEUTROPHILIA,329,542.8263,562.5738,142663.2446,0.9544072948328267,0.26443768996960487,5,5,True,passes_robust_filter,1029.4624633671629
JADELLE,GENITAL HAEMORRHAGE,97,1395.8631,1704.7711,129206.7492,1.0,0.0,7,7,True,passes_robust_filter,1027.6540670471566
NICORETTE,NICOTINE DEPENDENCE,284,2230.9276,2517.2293,497923.6498,0.10915492957746478,0.0,14,14,True,passes_robust_filter,1025.2092149758635
DUODOPA,STOMA SITE ERYTHEMA,193,209.3486,210.8582,31359.5343,0.9792746113989638,0.09326424870466321,22,22,True,passes_robust_filter,1024.8174545876827
BUSULFAN,VENOOCCLUSIVE DISEASE,113,328.328,336.5567,34079.8834,1.0,0.24778761061946902,12,12,True,passes_robust_filter,1023.1493518281353
TAGRISSO,DEATH,2027,17.9572,22.5709,32569.4059,0.9995066600888012,0.9995066600888012,35,35,True,passes_robust_filter,1014.4401699142732
GILOTRIF,MALIGNANT NEOPLASM PROGRESSION,580,66.0725,75.0823,36622.0095,1.0,0.16206896551724137,42,42,True,passes_robust_filter,1013.6444606347986
DASATINIB,PHILADELPHIA CHROMOSOME POSITIVE,41,919.8523,929.1428,31101.5727,1.0,0.07317073170731707,14,14,True,passes_robust_filter,1013.533627567468
CUROSURF,DEATH NEONATAL,13,4028.998,4179.9028,45254.801,1.0,1.0,3,3,True,passes_robust_filter,1012.9746005031028
TACROLIMUS,POST TRANSPLANT LYMPHOPROLIFERATIVE DISORDER,325,86.3685,87.0743,23481.0212,1.0,0.28,29,29,True,passes_robust_filter,1008.6484469480678
AMSACRINE,ACUTE MYELOID LEUKAEMIA RECURRENT,16,1807.493,1929.4504,26529.134,1.0,0.9375,4,4,True,passes_robust_filter,1002.6261690033286
TENOFOVIR DISOPROXIL FUMARATE,PATHOGEN RESISTANCE,269,217.822,230.0086,54954.6948,1.0,0.0,20,20,True,passes_robust_filter,999.6732641245748
PROPOFOL MANUFACTURER UNKNOWN,PROPOFOL INFUSION SYNDROME,13,2135.0464,2175.5465,23927.6725,1.0,0.46153846153846156,8,8,True,passes_robust_filter,998.721711017726
NUTRINEAL PD4,DEATH,175,63.4354,262.0933,10813.9264,1.0,1.0,7,7,True,passes_robust_filter,998.326990751886
SPINRAZA,POST LUMBAR PUNCTURE SYNDROME,116,3879.6331,3990.1789,250736.1222,0.25862068965517243,0.008620689655172414,10,10,True,passes_robust_filter,998.3149263568513
POMALIDOMIDE,PLASMA CELL MYELOMA,169,80.3995,85.3129,13036.2789,0.9467455621301775,0.4556213017751479,31,31,True,passes_robust_filter,997.6823522148314
KISQALI,BREAST CANCER METASTATIC,162,102.031,103.4217,15219.4558,1.0,0.3765432098765432,26,26,True,passes_robust_filter,995.8243302718043
EXJADE,SERUM FERRITIN INCREASED,101,263.2225,269.5631,24786.6732,0.9603960396039604,0.09900990099009901,23,23,True,passes_robust_filter,990.8711431182695
YESCARTA,IMMUNE EFFECTOR CELL-ASSOCIATED NEUROTOXICITY SYNDROME,58,897.8703,909.4842,42724.6783,1.0,0.13793103448275862,9,9,True,passes_robust_filter,990.2431656026667
VALPROIC ACID,HYPERAMMONAEMIC ENCEPHALOPATHY,94,357.5753,361.3502,28660.3871,1.0,0.0851063829787234,17,17,True,passes_robust_filter,990.1029332005369
