drug_name,reaction_term,warning_date,warning_type,recall_date,source_url,notes,pair_key,case_count,prr,ror,prr_chi_square,serious_ratio,death_ratio,countries_count,signal_first_detected_date,cutoff,days_early,months_early,lead_time_basis,detection_note
UPADACITINIB,MYOCARDIAL INFARCTION,2021-09-01,BOXED_WARNING,,https://www.fda.gov/drugs,Rinvoq BBW,UPADACITINIB||MYOCARDIAL INFARCTION,24,3.5179,3.5313,904149.6895,1.0,0.08333333333333333,3,2020-03-31,2020-12-31,519,17.3,signal_first_detected_date,Matched by PRR/ROR threshold and/or XGBoost ranking. Lead time is measured from the first quarter-end where cumulative PRR/ROR crossed threshold.
